danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,popularity,genre,sub-genre
0.506,0.775,0.0,-10.266,1.0,0.062,0.0195,0.0,0.615,0.51,158.018,6UyP0sBMNgB0KM5Y18OslB,185559.0,4.0,45,pop,pop dance
0.558,0.861,7.0,-3.494,0.0,0.0441,0.0203,1.18e-06,0.307,0.724,165.987,4WISjfWw6mevJU8mnEF1tg,208938.0,4.0,49,pop,pop dance
0.728,0.442,11.0,-6.044,1.0,0.0438,0.748,1.25e-06,0.226,0.312,119.972,6TF1YmOChd9ZdydTd1XTs6,226325.0,4.0,42,pop,pop dance
0.645,0.614,2.0,-8.044,0.0,0.0719,0.0976,0.0,0.0864,0.615,134.961,73AHIYhwOxaPPW1FdG2Ngf,131556.0,4.0,34,pop,pop dance
0.743,0.723,4.0,-6.647,1.0,0.0398,0.087,0.0117,0.299,0.416,120.023,3p70TAkh1xPKlho3Njvr5g,256000.0,4.0,32,pop,pop dance
0.454,0.523,2.0,-13.279,1.0,0.478,0.0507,0.0,0.144,0.492,50.761,5xCPpRgzXfYRi6ktrpIzXD,170679.0,5.0,37,pop,pop dance
0.598,0.6,7.0,-3.306,1.0,0.0366,0.0458,0.0,0.106,0.368,163.957,4NTSjP71BdY5DfCX9Q3Mnx,224688.0,4.0,39,pop,pop dance
0.685,0.579,10.0,-7.12,1.0,0.0418,0.785,0.0,0.109,0.357,109.885,7EyRuH2SOKHkE8bdWukbPh,197355.0,4.0,43,pop,pop dance
0.61,0.946,3.0,-5.413,0.0,0.457,0.22,0.000257,0.304,0.118,127.999,0CyAQv0k1ldlyu1PXj6p26,187520.0,4.0,26,pop,pop dance
0.976,0.836,6.0,-6.006,1.0,0.0947,0.0421,1.03e-05,0.0633,0.809,123.953,3jpZFzhwdtIn6q0yA6Ba4U,277258.0,4.0,36,pop,pop dance
0.862,0.551,6.0,-11.94,0.0,0.227,0.367,0.000727,0.283,0.687,147.991,7BBguH2ClKKq6uiWPy3seB,207621.0,4.0,30,pop,pop dance
0.614,0.934,9.0,-3.709,0.0,0.07,0.0697,0.0,0.121,0.436,116.001,1KixkQVDUHggZMU9dUobgm,174760.0,4.0,77,pop,pop dance
0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,463CkQjx2Zk1yXoBuierM9,203064.0,4.0,77,pop,pop dance
0.854,0.806,11.0,-8.262,0.0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,20on25jryn53hWghthWWW3,157890.0,4.0,83,pop,pop dance
0.717,0.671,0.0,-5.077,0.0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,6f5ExP43esnvdKPddwKXJH,160657.0,4.0,81,pop,pop dance
0.596,0.915,4.0,-4.711,1.0,0.0682,0.0949,1.7e-06,0.12,0.629,120.024,1DlczmjByrS4qxRVfGjpqN,224908.0,4.0,62,pop,pop dance
0.754,0.763,7.0,-4.627,0.0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,18asYwWugKjjsihZ0YvRxO,164819.0,4.0,84,pop,pop dance
0.684,0.506,6.0,-6.743,1.0,0.0338,0.159,0.0,0.26,0.352,108.036,71qB68guEJjbvtjlkZ8DF5,180596.0,4.0,67,pop,pop dance
0.689,0.695,11.0,-5.22,1.0,0.0429,0.019,0.0,0.123,0.359,75.05,55sgQENF3LY1sUcJUwasLl,168253.0,4.0,67,pop,pop dance
0.715,0.778,6.0,-6.546,0.0,0.0365,0.0152,0.0,0.121,0.756,123.954,7iUB3byx9Rcks8zW10JVkP,166925.0,4.0,66,pop,pop dance
0.499,0.898,8.0,-4.181,0.0,0.124,0.124,7.2e-06,0.0832,0.618,120.04,0ZXdzaT1k688dkpNeEgQiV,207668.0,4.0,68,pop,pop dance
0.663,0.783,6.0,-4.585,1.0,0.0393,0.0134,0.00179,0.325,0.622,123.986,7jXQUrVhEpXdymfFWNDnQW,178088.0,4.0,59,pop,pop dance
0.743,0.837,1.0,-5.025,0.0,0.0649,0.0172,0.0,0.0743,0.263,103.072,0zzVTGyRrWpQu8Fr28NRAv,159863.0,4.0,73,pop,pop dance
0.439,0.61,9.0,-7.236,1.0,0.116,0.593,1.07e-05,0.341,0.172,181.088,61KpQadow081I2AsbeLcsb,215508.0,4.0,19,pop,pop dance
0.701,0.286,1.0,-7.073,1.0,0.0503,0.543,0.0001,0.0723,0.217,139.931,7jRSsokq0Kz1SVoexAa1l8,159226.0,4.0,15,pop,pop dance
0.623,0.683,7.0,-3.512,1.0,0.0437,0.0995,0.0,0.372,0.747,90.021,5D1D4CHCew0XWorrFv5jSg,186665.0,4.0,45,pop,pop dance
0.769,0.826,1.0,-3.879,0.0,0.0982,0.0465,0.000455,0.119,0.444,128.037,6GQnAjlwkyqoDE7xBJSc2n,188494.0,4.0,31,pop,pop dance
0.622,0.557,0.0,-9.184,1.0,0.0355,0.272,0.0,0.098,0.532,156.983,0aHYvskrJfgSgfRmxWjCbZ,199372.0,4.0,45,pop,pop dance
0.49,0.554,2.0,-6.93,0.0,0.261,0.0757,0.000514,0.0773,0.539,84.993,1ltFRqHnWYmr9BosDAYyjy,181721.0,4.0,19,pop,pop dance
0.76,0.371,6.0,-8.964,1.0,0.0531,0.00772,0.0,0.0785,0.653,138.023,3z06k8YF9CqX0CGFrlekOK,115402.0,4.0,76,pop,pop dance
0.743,0.443,4.0,-6.968,1.0,0.0382,0.0225,6.76e-06,0.099,0.37,119.984,4LK36kV9w3KBD2GYL26ZBq,179573.0,4.0,61,pop,pop dance
0.623,0.647,8.0,-5.438,1.0,0.04,0.00122,0.0,0.354,0.522,107.987,7hpJ9tATWb2vztlq99hERP,185787.0,4.0,21,pop,pop dance
0.724,0.5,9.0,-9.999,0.0,0.0467,0.0551,3.03e-06,0.128,0.193,94.02,3CmMDEJHkhBMjKope6x3Yd,183830.0,4.0,30,pop,pop dance
0.679,0.688,1.0,-7.125,1.0,0.0365,0.221,2.46e-05,0.0953,0.805,120.005,4ZeMEs9lhf7s83QHeqR432,174500.0,4.0,58,pop,pop dance
0.643,0.648,8.0,-5.734,1.0,0.0428,0.0139,0.0,0.162,0.552,139.997,6ffcV0j4CLdpOE5CLLVzWm,174921.0,4.0,34,pop,pop dance
0.675,0.834,9.0,-5.921,1.0,0.0579,0.031,0.0,0.334,0.719,114.039,6kzP50E3nRuuLjtU5Qp56m,166248.0,4.0,46,pop,pop dance
0.706,0.824,0.0,-7.959,1.0,0.0694,0.355,0.000133,0.111,0.86,94.98,73M0rMVx5CWE8M4uATSsto,132000.0,4.0,0,pop,pop dance
0.856,0.656,5.0,-6.475,1.0,0.0752,0.484,0.0,0.559,0.949,133.927,3xyr2xfbSZiZWWGsjLyMFh,134782.0,4.0,65,pop,pop dance
0.787,0.585,4.0,-5.384,1.0,0.0474,0.0319,0.0,0.109,0.591,113.991,4h7CVH9xtHoYSlEV5Dpamk,150015.0,4.0,1,pop,pop dance
0.561,0.965,7.0,-3.673,0.0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4uUG5RXrOk84mYEfFvj3cK,175238.0,4.0,97,pop,pop dance
0.847,0.69,1.0,-7.877,0.0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,4zN21mbAuaD0WqtmaTZZeP,186662.0,4.0,88,pop,pop dance
0.791,0.862,9.0,-3.24,0.0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,7ef4DlsgrMEH11cDZd32M6,214847.0,4.0,88,pop,pop dance
0.671,0.636,6.0,-8.117,0.0,0.103,0.515,0.000411,0.172,0.262,120.966,3uUuGVFu1V7jTQL60S1r8z,148197.0,4.0,87,pop,pop dance
0.762,0.766,7.0,-3.955,1.0,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,5fwSHlTEWpluwOM0Sxnh5k,287120.0,4.0,85,pop,pop dance
0.527,0.835,6.0,-5.298,1.0,0.0433,0.0166,0.0,0.249,0.654,125.983,0ct6r3EGTcMLPtrXHDvVjc,176658.0,4.0,85,pop,pop dance
0.578,0.912,1.0,-3.929,1.0,0.114,0.0166,0.00362,0.273,0.68,127.87,40SBS57su9xLiE1WqkXOVr,177525.0,4.0,84,pop,pop dance
0.617,0.635,11.0,-6.769,0.0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,6RUKPb4LETWmmr3iAEQktW,247160.0,4.0,84,pop,pop dance
0.739,0.586,10.0,-5.079,0.0,0.0472,0.0245,0.000252,0.308,0.444,124.026,1bgKMxPQU7JIZEhNsM1vFs,142677.0,4.0,84,pop,pop dance
0.601,0.713,4.0,-3.758,0.0,0.0449,0.0282,0.0,0.158,0.464,122.872,1WCEAGGRD066z2Q89ObXTq,169756.0,4.0,83,pop,pop dance
0.532,0.783,2.0,-5.697,1.0,0.0523,0.0038,0.0012,0.161,0.643,124.08,0nrRP2bk19rLc0orkWPQk2,247427.0,4.0,84,pop,pop dance
0.687,0.818,0.0,-4.221,1.0,0.0778,0.0112,0.0,0.248,0.886,125.952,7MIhUdNJtaOnDmC5nBC1fb,165753.0,4.0,83,pop,pop dance
0.649,0.716,8.0,-5.371,1.0,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,0lYBSQXN6rCTvUZvg9S0lU,205947.0,4.0,83,pop,pop dance
0.553,0.659,8.0,-7.295,1.0,0.0391,0.0027,0.0,0.105,0.105,120.146,0VO8gYVDSwM1Qdd2GsMoYK,234000.0,4.0,81,pop,pop dance
0.798,0.62,8.0,-7.079,0.0,0.232,0.414,0.0192,0.112,0.235,120.031,6f3Slt0GbA2bPZlz0aIFXN,164000.0,4.0,81,pop,pop dance
0.748,0.524,8.0,-5.599,1.0,0.0338,0.414,0.0,0.111,0.661,95.01,7BKLCZ1jbUBVqRi2FVlTVw,244960.0,4.0,83,pop,pop dance
0.763,0.782,7.0,-4.541,0.0,0.0346,0.182,7.08e-06,0.293,0.502,127.034,3sa06xVNmLLYIxdNNmVQN8,177689.0,4.0,81,pop,pop dance
0.794,0.811,6.0,-8.966,0.0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,2Foc5Q5nqNiosCNqttzHof,248413.0,4.0,81,pop,pop dance
0.824,0.862,2.0,-3.424,1.0,0.126,0.0076,0.000132,0.303,0.801,122.98,4cG7HUWYHBV6R6tHn1gxrl,169153.0,4.0,81,pop,pop dance
0.654,0.76,0.0,-3.669,0.0,0.045,0.0797,0.0,0.299,0.41,99.945,09CtPGIpYB4BrO8qb1RGsF,200787.0,4.0,81,pop,pop dance
0.631,0.927,9.0,-2.787,0.0,0.0332,0.199,0.119,0.148,0.465,123.962,0azC730Exh71aQlOt9Zj3y,222160.0,4.0,81,pop,pop dance
0.637,0.69,1.0,-4.057,0.0,0.0405,0.00786,0.0,0.124,0.457,129.857,7a53HqqArd4b9NF4XAmlbI,162399.0,4.0,80,pop,pop dance
0.579,0.736,6.0,-3.863,0.0,0.0527,0.31,0.0,0.198,0.613,127.999,2P4OICZRVAQcYAV2JReRfj,230613.0,4.0,80,pop,pop dance
0.621,0.989,10.0,-4.225,0.0,0.0434,0.015,0.357,0.184,0.0348,126.002,2prnn41CblB8B4yWACDljP,158095.0,4.0,80,pop,pop dance
0.612,0.84,11.0,-3.145,0.0,0.0509,0.112,0.0,0.116,0.438,129.042,2V65y3PX4DkRhy1djlxd9p,212862.0,4.0,80,pop,pop dance
0.88,0.751,7.0,-4.258,0.0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,2tnVG71enUj33Ic2nFN6kZ,157606.0,4.0,79,pop,pop dance
0.787,0.833,8.0,-4.403,1.0,0.0478,0.018,0.00747,0.0374,0.796,123.97,6Dy1jexKYriXAVG6evyUTJ,162604.0,4.0,79,pop,pop dance
0.753,0.657,7.0,-3.061,1.0,0.0449,0.171,0.0,0.112,0.437,107.01,09IStsImFySgyp0pIQdqAc,184732.0,4.0,79,pop,pop dance
0.532,0.869,11.0,-5.094,1.0,0.172,0.157,0.00508,0.136,0.422,159.803,1i1fxkWeaMmKEB4T7zqbzK,208373.0,4.0,79,pop,pop dance
0.685,0.886,0.0,-4.179,1.0,0.034,0.028,0.0,0.481,0.615,125.034,5902W4uHWzhtOff1UK7the,161267.0,4.0,79,pop,pop dance
0.758,0.913,6.0,-2.926,0.0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,0b18g3G5spr4ZCkz7Y6Q0Q,186210.0,4.0,79,pop,pop dance
0.584,0.889,1.0,-5.941,0.0,0.0343,0.0462,0.828,0.309,0.464,126.04,5UqCQaDshqbIk3pkhy4Pjg,199907.0,4.0,78,pop,pop dance
0.612,0.862,8.0,-2.903,1.0,0.037,0.041,0.0,0.0907,0.354,123.849,4laAKIq9ZxBCwf99rauPYb,160766.0,4.0,78,pop,pop dance
0.595,0.784,1.0,-4.878,1.0,0.102,0.216,0.0,0.0608,0.479,124.111,5K6Ssv4Z3zRvxt0P6EKUAP,183726.0,4.0,78,pop,pop dance
0.734,0.874,8.0,-3.158,1.0,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,6cx06DFPPHchuUAcTxznu9,166028.0,4.0,79,pop,pop dance
0.694,0.77,6.0,-5.335,1.0,0.149,0.176,1.1e-05,0.118,0.163,125.905,0E9ZjEAyAwOXZ7wJC0PD33,184560.0,4.0,78,pop,pop dance
0.646,0.823,2.0,-4.123,0.0,0.0394,0.213,0.0,0.322,0.418,128.035,7MmG8p0F9N3C4AXdK6o6Eb,227267.0,4.0,78,pop,pop dance
0.632,0.595,8.0,-7.644,0.0,0.0401,0.0689,0.0,0.209,0.435,124.114,6ft4hAq6yde8jPZY2i5zLr,167903.0,4.0,78,pop,pop dance
0.669,0.784,7.0,-5.603,1.0,0.112,0.194,6.28e-06,0.115,0.517,125.993,5YaskwnGDZFDRipaqzbwQx,150053.0,4.0,77,pop,pop dance
0.584,0.54,1.0,-7.786,0.0,0.0576,0.0895,0.0,0.261,0.195,137.972,3ebXMykcMXOcLeJ9xZ17XH,220883.0,4.0,77,pop,pop dance
0.789,0.72,8.0,-5.652,0.0,0.218,0.223,0.0,0.129,0.664,122.031,3H7ihDc1dqLriiWXwsc2po,166794.0,4.0,77,pop,pop dance
0.601,0.794,7.0,-5.844,0.0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,27rdGxbavYJeBphck5MZAF,217467.0,4.0,77,pop,pop dance
0.598,0.526,10.0,-8.659,0.0,0.0415,0.129,0.0,0.14,0.529,123.935,7CHi4DtfK4heMlQaudCuHK,168387.0,4.0,77,pop,pop dance
0.545,0.78,7.0,-4.867,0.0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,4lhqb6JvbHId48OUJGwymk,255093.0,4.0,76,pop,pop dance
0.727,0.681,5.0,-7.114,0.0,0.0265,0.00214,0.000307,0.0861,0.448,123.028,6OufwUcCqo81guU2jAlDVP,241970.0,4.0,76,pop,pop dance
0.674,0.774,11.0,-7.567,0.0,0.0892,0.0686,0.00188,0.393,0.33,112.05,62aP9fBQKYKxi7PDXwcUAS,176547.0,4.0,76,pop,pop dance
0.674,0.881,9.0,-2.853,1.0,0.147,0.296,3.01e-06,0.0793,0.234,98.994,5WHTFyqSii0lmT9R21abT8,178480.0,4.0,76,pop,pop dance
0.781,0.768,11.0,-5.991,1.0,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,5N5k9nd479b1xpDZ4usjrg,213309.0,4.0,76,pop,pop dance
0.664,0.708,8.0,-4.154,1.0,0.0474,0.0337,0.0,0.0841,0.742,103.07,5Gu0PDLN4YJeW75PpBSg9p,174800.0,4.0,76,pop,pop dance
0.792,0.717,0.0,-4.759,0.0,0.0393,0.0927,3.59e-05,0.226,0.466,121.985,1A8j067qyiNwQnZT0bzUpZ,195547.0,4.0,76,pop,pop dance
0.636,0.815,5.0,-5.098,0.0,0.0581,0.0185,0.0,0.163,0.636,123.063,5tf1VVWniHgryyumXyJM7w,219043.0,4.0,75,pop,pop dance
0.677,0.744,10.0,-6.806,0.0,0.0295,0.0404,0.00016,0.074,0.631,124.08,1DFD5Fotzgn6yYXkYsKiGs,152913.0,4.0,76,pop,pop dance
0.842,0.801,8.0,-4.167,0.0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,4w8niZpiMy6qz1mntFA5uM,212500.0,4.0,75,pop,pop dance
0.69,0.622,5.0,-5.025,0.0,0.0622,0.253,0.0,0.116,0.544,102.04,6uBhi9gBXWjanegOb2Phh0,210091.0,4.0,75,pop,pop dance
0.671,0.782,6.0,-4.593,1.0,0.0341,0.0142,0.00221,0.333,0.618,123.989,0siYMEsGrzzzlWLXK5zJfS,178088.0,4.0,75,pop,pop dance
0.693,0.678,8.0,-7.159,1.0,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,6oJ6le65B3SEqPwMRNXWjY,228267.0,4.0,75,pop,pop dance
0.73,0.861,1.0,-4.1,1.0,0.0451,0.39,0.0,0.213,0.704,117.965,3P3pw6C19j31Rnzgo3JG7o,196613.0,4.0,75,pop,pop dance
0.691,0.695,0.0,-5.6,1.0,0.0367,0.0592,0.0,0.0647,0.514,106.064,2cc8Sw1OnCuA5bV8nqWqpE,233386.0,4.0,75,pop,pop dance
0.509,0.781,8.0,-3.48,1.0,0.072,0.0398,0.0,0.0749,0.176,128.0,60wwxj6Dd9NJlirf84wr2c,271427.0,4.0,74,pop,pop dance
0.695,0.781,7.0,-5.578,0.0,0.0452,0.0185,3.12e-05,0.295,0.456,124.04,4xMbBESczlHPUO8QeYi56p,148960.0,4.0,74,pop,pop dance
0.528,0.511,3.0,-8.144,1.0,0.0324,0.126,0.0,0.101,0.351,100.1,3g0mEQx3NTanacLseoP0Gw,209880.0,4.0,74,pop,pop dance
0.659,0.615,11.0,-5.865,0.0,0.0644,0.27,0.0,0.187,0.193,119.843,4GSDkZt7GcmzBWmsMcpaVO,164010.0,4.0,74,pop,pop dance
0.752,0.764,1.0,-4.399,1.0,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,21RzyxY3EFaxVy6K4RqaU9,163216.0,4.0,74,pop,pop dance
0.791,0.565,5.0,-3.933,0.0,0.0439,0.0623,0.0,0.156,0.181,99.961,5icOoE6VgqFKohjWWNp0Ac,156347.0,4.0,74,pop,pop dance
0.64,0.635,8.0,-7.565,0.0,0.226,0.271,0.0,0.319,0.475,100.034,5masKPHeAOVNgxdLebIcK7,223187.0,4.0,74,pop,pop dance
0.506,0.805,1.0,-4.119,1.0,0.0469,0.00711,0.00193,0.0856,0.383,126.008,46lFttIf5hnUZMGvjK0Wxo,227074.0,4.0,74,pop,pop dance
0.767,0.659,1.0,-7.429,1.0,0.0444,0.325,0.0,0.13,0.439,124.946,20McUFi8KCIVdNDLrkTDuZ,163208.0,4.0,74,pop,pop dance
0.585,0.696,4.0,-5.6,0.0,0.0307,0.204,0.0,0.344,0.522,104.01,2oejEp50ZzPuQTQ6v54Evp,217640.0,4.0,73,pop,pop dance
0.733,0.96,7.0,-3.597,1.0,0.0295,0.0514,0.00199,0.287,0.811,124.01,0vR2rIVORmgeKiGIgNT0fV,189672.0,4.0,73,pop,pop dance
0.432,0.781,4.0,-4.038,0.0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,66hayvUbTotekKU3H4ta1f,250286.0,4.0,73,pop,pop dance
0.761,0.739,6.0,-3.591,1.0,0.0369,0.178,3.35e-06,0.23,0.656,118.997,79wbJeLkXOlJh4AzaWCWfL,213436.0,4.0,73,pop,pop dance
0.672,0.855,9.0,-3.764,1.0,0.0397,0.021,0.0,0.323,0.646,123.056,24ySl2hOPGCDcxBxFIqWBu,182200.0,4.0,73,pop,pop dance
0.723,0.809,7.0,-3.081,0.0,0.0625,0.00346,0.00123,0.565,0.274,98.007,1Lim1Py7xBgbAkAys3AGAG,176561.0,4.0,73,pop,pop dance
0.721,0.716,10.0,-7.037,0.0,0.0657,0.0334,0.00084,0.237,0.667,104.994,6cy3ki60hLwimwIje7tALf,221714.0,4.0,73,pop,pop dance
0.588,0.67,0.0,-6.439,1.0,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,5N4erncE7kuUccm7zEmwzk,238173.0,4.0,73,pop,pop dance
0.58,0.586,1.0,-6.883,1.0,0.0357,0.344,0.0,0.0755,0.507,147.988,1sgDyuLooyvEML4oHspNza,199549.0,4.0,72,pop,pop dance
0.572,0.81,1.0,-5.791,0.0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,6PUIzlqotEmPuBfjbwYWOB,214912.0,4.0,72,pop,pop dance
0.733,0.886,2.0,-1.856,0.0,0.0426,0.0481,1.81e-06,0.191,0.696,126.031,73QyyUMMvtNELmULI4FOsp,175435.0,4.0,72,pop,pop dance
0.779,0.705,0.0,-3.895,1.0,0.0344,0.369,7.91e-06,0.124,0.946,101.022,27u7t9d7ZQoyjsCROHuZJ3,178374.0,4.0,72,pop,pop dance
0.737,0.828,11.0,-4.711,1.0,0.0396,0.0149,0.000588,0.0862,0.517,124.051,0qaWEvPkts34WF68r8Dzx9,208474.0,4.0,71,pop,pop dance
0.503,0.748,5.0,-4.124,1.0,0.0619,0.0305,0.0,0.343,0.356,125.896,3zU9rdflI65tK4dkkNSp77,210013.0,4.0,71,pop,pop dance
0.677,0.766,6.0,-6.896,1.0,0.0568,0.0219,6.81e-06,0.129,0.198,123.062,51Of5p3lKZeOg6itfs4og4,190488.0,4.0,71,pop,pop dance
0.795,0.8,1.0,-6.32,1.0,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,7rglLriMNBPAyuJOMGwi39,202735.0,4.0,71,pop,pop dance
0.729,0.735,1.0,-5.455,1.0,0.0919,0.0178,0.000193,0.089,0.544,121.986,1DunhgeZSEgWiIYbHqXl0c,255867.0,4.0,71,pop,pop dance
0.77,0.882,8.0,-4.792,1.0,0.0602,0.194,0.0,0.316,0.385,99.991,5PYQUBXc7NYeI1obMKSJK0,223523.0,4.0,70,pop,pop dance
0.673,0.659,3.0,-4.493,0.0,0.0439,0.539,0.0,0.129,0.628,88.011,28VbwtsYnj85UEODGpQRem,179053.0,4.0,70,pop,pop dance
0.799,0.586,11.0,-6.735,1.0,0.0377,0.162,2.03e-06,0.193,0.549,120.97,3s4U7OHV7gnj42VV72eSZ6,227833.0,4.0,71,pop,pop dance
0.676,0.786,1.0,-4.529,1.0,0.0478,0.197,0.0,0.0943,0.483,125.983,0DmAvNCAK08oCi7miSZUIY,218359.0,4.0,71,pop,pop dance
0.682,0.7,6.0,-5.591,1.0,0.0397,0.406,0.0,0.174,0.637,120.03,7C1trmcQQ5n5RNy4l6ziCv,186878.0,4.0,70,pop,pop dance
0.75,0.664,8.0,-5.908,0.0,0.154,0.275,0.0,0.0632,0.617,105.023,3Be7CLdHZpyzsVijme39cW,208156.0,4.0,70,pop,pop dance
0.687,0.785,1.0,-4.65,1.0,0.0333,0.327,0.0,0.203,0.655,106.046,5ZSl6gDoV6bPPxzmLeneV9,194408.0,4.0,70,pop,pop dance
0.435,0.837,3.0,-8.126,1.0,0.449,0.00676,0.0,0.117,0.778,124.913,4DvhkX2ic4zWkQeWMwQ2qf,216893.0,4.0,70,pop,pop dance
0.848,0.768,6.0,-5.386,0.0,0.0373,0.0412,0.000785,0.195,0.777,118.961,66W1rVTnEv86dIkFhoiElg,176767.0,4.0,69,pop,pop dance
0.503,0.741,4.0,-5.128,1.0,0.047,0.579,1.49e-06,0.0712,0.458,88.335,4keoy2fqgwGnbWlm3ZVZFa,207030.0,3.0,69,pop,pop dance
0.608,0.798,6.0,-5.092,0.0,0.0432,0.0736,0.0,0.156,0.501,92.943,6DNtNfH8hXkqOX1sjqmI7p,185352.0,4.0,0,pop,pop dance
0.666,0.83,0.0,-5.715,1.0,0.0751,0.0123,0.0,0.191,0.702,113.03,6JV2JOEocMgcZxYSZelKcc,236002.0,4.0,77,pop,pop dance
0.628,0.698,6.0,-5.608,0.0,0.105,0.0472,0.00143,0.0907,0.732,89.976,27SdWb2rFzO6GWiYDBTD9j,211667.0,4.0,77,pop,pop dance
0.803,0.585,8.0,-5.861,1.0,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,4tCtwWceOPWzenK2HAIJSb,214480.0,4.0,74,pop,pop dance
0.367,0.915,9.0,-3.456,0.0,0.0488,0.0022,5.81e-05,0.0905,0.365,110.169,46NBoIAHrmR7qcUGCIFEjR,207273.0,4.0,66,pop,pop dance
0.636,0.727,9.0,-5.852,1.0,0.106,0.0161,1.12e-06,0.151,0.358,107.988,7yHEDfrJNd0zWOfXwydNH0,244453.0,4.0,0,pop,pop dance
0.692,0.786,2.0,-2.959,1.0,0.069,0.23,0.0,0.0797,0.583,100.025,5FTCKvxzqy72ceS4Ujux4N,263173.0,4.0,65,pop,pop dance
0.767,0.682,1.0,-5.02,1.0,0.042,0.0113,0.00016,0.104,0.833,127.975,0C4ejWmOTMv8vuYj85mf8m,243533.0,4.0,71,pop,pop dance
0.789,0.716,11.0,-4.241,0.0,0.0432,0.129,1.07e-05,0.069,0.611,125.906,0AH6WMe3OlAlUb5miXt2FQ,235493.0,4.0,72,pop,pop dance
0.835,0.669,6.0,-5.582,0.0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,6tXjP6xgPJ7Xr1igrO6bOE,267080.0,4.0,0,pop,pop dance
0.677,0.671,7.0,-4.905,1.0,0.0361,0.004,5.07e-05,0.413,0.527,137.046,4S5b3wwIXpVNvY2jeIQdKu,238920.0,4.0,0,pop,pop dance
0.71,0.798,5.0,-6.972,0.0,0.0915,0.184,0.00023,0.142,0.916,87.944,3P6NStn6iGizEzHiqeLaxI,218267.0,4.0,0,pop,pop dance
0.788,0.844,2.0,-3.131,1.0,0.0334,0.25,0.000678,0.0723,0.382,113.324,0R1ft2cH6L2ytWvytosdp8,251240.0,4.0,0,pop,pop dance
0.774,0.839,5.0,-3.948,0.0,0.114,0.027,0.0166,0.252,0.923,142.985,26nr9XnFCYWxBTIP7HyWXg,198813.0,4.0,50,pop,pop dance
0.967,0.599,7.0,-5.659,0.0,0.0706,0.0679,0.0,0.0526,0.964,117.0,4Lvc9SbPc0svm9TEoMgFzB,242800.0,4.0,56,pop,pop dance
0.755,0.832,11.0,-4.869,1.0,0.0462,0.317,1.9e-05,0.219,0.888,95.044,4jUuqKRr1fB4c1RvU6syls,210853.0,4.0,48,pop,pop dance
0.582,0.654,8.0,-6.61,0.0,0.322,0.543,0.0,0.105,0.593,73.853,3RRFywqWaZYOj87A4fLQrq,288333.0,4.0,0,pop,pop dance
0.426,0.585,1.0,-5.293,1.0,0.294,0.0384,0.0,0.188,0.268,193.524,2XmCxvapzwF0QDhauHEkhk,193213.0,4.0,29,pop,pop dance
0.664,0.758,2.0,-6.583,0.0,0.21,0.00238,0.0,0.0598,0.701,99.259,0TwBtDAWpkpM3srywFVOV5,235933.0,4.0,73,pop,pop dance
0.796,0.777,6.0,-4.81,1.0,0.0397,0.0261,0.000358,0.121,0.787,132.722,4wH4dJgrsxONID6KS2tDQM,258893.0,4.0,81,pop,pop dance
0.666,0.878,7.0,-2.85,0.0,0.0973,0.03,0.0,0.0828,0.669,119.932,5tXyNhNcsnn7HbcABntOSf,222160.0,4.0,0,pop,pop dance
0.652,0.812,3.0,-3.797,0.0,0.0409,0.00125,3.01e-05,0.667,0.72,126.023,3oHNJECGN3bBoGXejlw2b1,230733.0,4.0,74,pop,pop dance
0.788,0.753,0.0,-3.71,1.0,0.0536,0.0038,0.0,0.18,0.403,125.005,3f7gYMirBEKuc57218BjOY,234653.0,4.0,69,pop,pop dance
0.699,0.76,5.0,-3.173,1.0,0.0677,0.00223,0.0,0.132,0.696,129.996,14iN3o8ptQ8cFVZTEmyQRV,179640.0,4.0,75,pop,pop dance
