danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,popularity,genre,sub-genre
0.547,0.351,1.0,-12.666,0.0,0.185,0.215,0.0412,0.123,0.353,100.795,4UitJ6h1WHDJGHxOieVEIn,295920.0,4.0,12,blues,country blues
0.672,0.222,9.0,-13.063,1.0,0.0318,0.784,0.00187,0.0955,0.558,91.072,3emq1lvTCfXAzD1HjuA9xw,365427.0,4.0,10,blues,country blues
0.587,0.416,0.0,-9.252,1.0,0.039,0.594,0.548,0.142,0.427,98.037,4VpW9tI06wuIzY693ASWOo,169867.0,4.0,16,blues,country blues
0.739,0.79,2.0,-4.503,0.0,0.0658,0.567,0.000322,0.1,0.492,117.394,1b44sEBiYyl35EbYDgNGfk,155027.0,4.0,48,blues,country blues
0.592,0.339,2.0,-8.464,1.0,0.0629,0.984,0.0144,0.121,0.676,89.083,10f8sVNPeHvrtTeWm0lGGv,181200.0,4.0,33,blues,country blues
0.496,0.285,6.0,-8.06,1.0,0.0831,0.974,0.00098,0.106,0.412,61.177,2T3YfMI0xRk93bmVMuJcKu,152853.0,4.0,30,blues,country blues
0.629,0.275,4.0,-17.572,1.0,0.0606,0.889,0.00747,0.107,0.666,81.98,5CdoLhKBjtDUTnA0EdJCfk,201733.0,4.0,49,blues,country blues
0.604,0.108,0.0,-19.051,1.0,0.0421,0.88,0.0158,0.125,0.852,164.702,1Bqxrcrx2q1nrHDn4aWTV4,203533.0,4.0,40,blues,country blues
0.676,0.252,3.0,-14.01,1.0,0.039,0.98,7.38e-05,0.11,0.483,83.901,0EzykG4pYlmmGTihakWGRL,188533.0,4.0,40,blues,country blues
0.528,0.0702,8.0,-22.222,1.0,0.0406,0.826,0.000365,0.1,0.265,78.239,3K1I4gBtggUMx9360SkT9w,203560.0,4.0,38,blues,country blues
0.57,0.241,4.0,-12.138,1.0,0.0473,0.948,0.0224,0.111,0.543,115.352,0p5zJBYoJOzVLBiDeA0PvS,181893.0,3.0,49,blues,country blues
0.565,0.295,0.0,-11.088,1.0,0.0392,0.916,0.552,0.176,0.657,98.003,5cQ7tg9pZauOxt7K7GuUQS,162467.0,4.0,30,blues,country blues
0.599,0.238,10.0,-16.497,1.0,0.0757,0.96,0.00921,0.118,0.702,81.125,7iPgBVnACEtU56oub5XMVn,169107.0,4.0,18,blues,country blues
0.484,0.282,10.0,-12.294,1.0,0.0507,0.977,0.0167,0.0777,0.523,79.486,1c676ThK6tHWNmCZw4yWGN,183040.0,4.0,27,blues,country blues
0.542,0.201,0.0,-17.01,1.0,0.0514,0.98,0.000967,0.163,0.907,92.483,3CUnzkZK3fh5JZ0QGf3Ucp,179107.0,4.0,22,blues,country blues
0.557,0.124,5.0,-20.992,1.0,0.0422,0.894,7.14e-06,0.127,0.709,156.455,0dLD8pwJT8hXSB41XUocaR,201800.0,3.0,39,blues,country blues
0.538,0.177,0.0,-14.158,1.0,0.0447,0.91,0.00825,0.0927,0.415,77.396,4vqDFur1cyE8lS1oD3XiCB,240360.0,4.0,38,blues,country blues
0.803,0.288,7.0,-15.418,0.0,0.0629,0.865,0.0593,0.0833,0.865,115.685,0W0euvQlhbcsTydzsD4EQk,259160.0,4.0,39,blues,country blues
0.575,0.126,10.0,-22.133,0.0,0.0459,0.938,0.000226,0.11,0.666,136.838,6f8XvSvMAQV3FwowgAcgt4,189467.0,4.0,15,blues,country blues
0.623,0.151,9.0,-16.275,1.0,0.0626,0.697,0.000354,0.102,0.309,75.033,2En6kxGCjZxXmKJ1IYu4Fp,200667.0,4.0,46,blues,country blues
0.493,0.244,2.0,-10.639,1.0,0.0297,0.994,0.0813,0.119,0.547,85.251,4RPdeuPph5G6byLEzH9SYS,178853.0,4.0,28,blues,country blues
0.605,0.183,8.0,-14.216,1.0,0.0374,0.903,0.156,0.0953,0.602,105.182,7E25omG6JvGlMnfkJdzLwP,155973.0,4.0,30,blues,country blues
0.541,0.315,5.0,-12.308,1.0,0.0387,0.995,0.392,0.178,0.676,110.831,6niFK347hm2Hwyy2MpBedq,189280.0,4.0,20,blues,country blues
0.439,0.215,7.0,-16.259,1.0,0.0611,0.968,7.27e-05,0.183,0.44,165.549,51qp3WsYjiDuBhzR7AON69,188373.0,3.0,31,blues,country blues
0.449,0.253,11.0,-17.895,0.0,0.0362,0.98,0.00412,0.251,0.682,89.566,7n8O4Z90ROVLKDwWeRT7Dr,172533.0,4.0,36,blues,country blues
0.688,0.311,8.0,-15.711,1.0,0.0321,0.792,2.74e-05,0.688,0.805,100.094,2OWLg4tyw9J50G49pS9hsa,184000.0,4.0,27,blues,country blues
0.489,0.298,2.0,-9.272,1.0,0.0781,0.996,0.289,0.111,0.618,213.555,0seGiOfOZUuW3KDhywVYo9,171413.0,4.0,24,blues,country blues
0.608,0.468,6.0,-8.118,1.0,0.04,0.749,0.00659,0.101,0.715,125.49,7qRgiAifNvBXltnJn3Uvse,285627.0,4.0,28,blues,country blues
0.573,0.207,0.0,-16.128,1.0,0.0427,0.856,0.0,0.0977,0.795,97.759,2OZxHpJ8oGvRUwA3zzJPFs,83907.0,4.0,25,blues,country blues
0.451,0.438,4.0,-7.193,1.0,0.0421,0.794,4.55e-05,0.0696,0.565,87.646,281GVQAmCh70dfZaQITA2J,271120.0,4.0,29,blues,country blues
0.618,0.254,2.0,-12.159,1.0,0.043,0.926,0.00335,0.147,0.451,77.312,5RmP7cOkIx2X6DWtTtMuC9,238973.0,1.0,33,blues,country blues
0.619,0.302,7.0,-12.257,0.0,0.0605,0.995,0.00225,0.161,0.679,181.332,2zsm9cFWyueKkaTbsUy5kN,188453.0,4.0,31,blues,country blues
0.597,0.416,9.0,-11.962,0.0,0.0668,0.854,0.688,0.114,0.599,126.773,1CqCNbNx0bErz2vYSL65NR,167773.0,4.0,21,blues,country blues
0.583,0.209,11.0,-12.74,1.0,0.037,0.969,0.000253,0.116,0.526,101.079,13U5RkUCkBeSPHqctBcHzR,198533.0,4.0,20,blues,country blues
0.557,0.271,6.0,-14.958,1.0,0.0397,0.943,0.00296,0.138,0.685,188.196,5PaW8VeYRpS3N728fFa15b,179227.0,4.0,30,blues,country blues
0.568,0.495,10.0,-7.686,1.0,0.0357,0.965,0.0172,0.159,0.8,105.746,52ksIFCo9VtfEKh0y9SxBW,174120.0,4.0,30,blues,country blues
0.659,0.0892,5.0,-24.304,1.0,0.0345,0.937,0.185,0.11,0.756,98.443,4uIgSgz3oEOV925RfEPfFm,273867.0,4.0,41,blues,country blues
0.427,0.213,3.0,-15.675,1.0,0.0407,0.98,0.0,0.192,0.381,97.078,5JKdsNzhJGpoaKBFZpOKQ3,173827.0,4.0,28,blues,country blues
0.518,0.259,6.0,-15.144,1.0,0.0437,0.446,0.892,0.0903,0.944,79.605,3ZiaCIlaV7Ast6wQM9b4r1,97947.0,4.0,20,blues,country blues
0.554,0.247,8.0,-15.957,1.0,0.0385,0.818,8.38e-06,0.0795,0.466,107.45,5PWN1cKtQBTMZ9iQdrr3Ev,125373.0,4.0,28,blues,country blues
0.602,0.255,10.0,-16.506,1.0,0.0589,0.745,1.03e-06,0.128,0.198,110.094,4JCdMleSXMACR55yjHxs0R,116133.0,4.0,33,blues,country blues
0.655,0.185,4.0,-14.009,0.0,0.0511,0.872,0.000697,0.0789,0.558,116.652,2uoOm55gLvLMALwXmKrwXc,283107.0,4.0,43,blues,country blues
0.515,0.255,9.0,-11.868,1.0,0.0557,0.988,0.393,0.116,0.753,200.62,5alSVwTGWKiXu7mprUI2Nc,180720.0,4.0,16,blues,country blues
0.563,0.294,3.0,-12.786,1.0,0.0366,0.966,0.0113,0.0914,0.665,150.102,1WGbkkOn1YpiJW9l124Sqe,175613.0,4.0,22,blues,country blues
0.612,0.36,0.0,-12.973,1.0,0.0378,0.994,0.000154,0.102,0.628,139.734,6vE5ckRhLyZ0lv6Kr1J0Hf,191067.0,4.0,9,blues,country blues
0.593,0.409,4.0,-8.874,1.0,0.0349,0.865,0.0289,0.144,0.377,109.633,3lYAUsrVWuMvRtsCOBQopO,240080.0,4.0,37,blues,country blues
0.689,0.0637,7.0,-23.944,1.0,0.0493,0.9,0.000153,0.12,0.632,77.161,0RSJyhdacIvDIapU79hUy1,69827.0,4.0,26,blues,country blues
0.579,0.25,11.0,-10.824,1.0,0.0511,0.99,0.028,0.135,0.443,145.054,4yIetWIOrL4UknXPogikEg,170027.0,4.0,26,blues,country blues
0.653,0.19,3.0,-14.269,0.0,0.065,0.953,2.12e-06,0.138,0.671,113.6,3pv4AWo4JMFi00CrvOfbOo,165027.0,3.0,26,blues,country blues
0.483,0.275,2.0,-12.71,1.0,0.037,0.994,0.041,0.191,0.645,90.342,0c3asANdf1BXpNlk3Menpu,173827.0,4.0,18,blues,country blues
0.649,0.148,8.0,-19.677,1.0,0.0573,0.972,0.839,0.1,0.467,70.098,1vjRu2eIzaiRLFGyOfy283,170627.0,4.0,14,blues,country blues
0.56,0.883,0.0,-4.273,1.0,0.0762,0.00904,0.0,0.904,0.751,102.011,1jA53SLb7NDWeWZU74Uvoo,192649.0,4.0,41,edm ,indietronica
0.655,0.642,2.0,-8.976,0.0,0.0327,0.0317,0.000499,0.145,0.352,129.986,1K0ioA8oijcbV8sDWSWYuF,210462.0,4.0,28,edm ,indietronica
0.616,0.87,4.0,-1.844,1.0,0.0711,0.0638,0.0502,0.265,0.298,107.0,53qwLJvGztQir537weA5zu,215829.0,4.0,30,edm ,indietronica
0.768,0.716,10.0,-5.11,1.0,0.0404,0.35,0.0,0.15,0.841,131.43,3RfTeIrWS8LNrfHYwechtt,163026.0,4.0,19,edm ,indietronica
0.707,0.76,10.0,-11.925,0.0,0.0662,0.0353,0.0581,0.0281,0.63,113.021,00CIS8JBH3CEI9FfJqT7IH,183250.0,4.0,26,edm ,indietronica
0.526,0.712,11.0,-6.525,0.0,0.0356,0.0161,0.0,0.179,0.32,105.009,1eyzqe2QqGZUmfcPZtrIyt,241440.0,4.0,71,edm ,indietronica
0.629,0.547,10.0,-13.123,0.0,0.055,0.72,0.00314,0.0604,0.197,108.375,75FEaRjZTKLhTrFGsfMUXR,298933.0,4.0,88,edm ,indietronica
0.702,0.748,4.0,-7.831,0.0,0.0519,0.26,0.0131,0.21,0.261,109.971,4yB1cqgwHDEWlmvLchc7KX,145058.0,4.0,31,edm ,indietronica
0.579,0.601,8.0,-10.492,1.0,0.0322,0.0673,0.414,0.0778,0.0392,140.019,0zCgWGmDF0aih5qexATyBn,257147.0,4.0,70,edm ,indietronica
0.881,0.592,2.0,-4.898,1.0,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,0mBP9X2gPCuapvpZ7TGDk3,154487.0,4.0,89,edm ,indietronica
0.679,0.755,0.0,-5.438,1.0,0.063,0.231,7.76e-05,0.571,0.834,105.019,7hw0smlcYQ3O0GSEVSvGfs,180062.0,4.0,26,edm ,indietronica
0.575,0.761,11.0,-6.218,0.0,0.0321,0.000137,0.222,0.464,0.114,100.025,7JGqMDWHnRNjdsAsjWNAAK,265561.0,4.0,27,edm ,indietronica
0.632,0.861,9.0,-3.472,0.0,0.0365,0.0766,0.0,0.327,0.714,108.004,71qr4SoRZ61SKxhH4XhAqP,217137.0,4.0,63,edm ,indietronica
0.686,0.779,9.0,-7.197,0.0,0.0271,0.153,7.98e-05,0.149,0.311,99.951,0C7Hz1DWS2Z0IjApd07eCJ,158459.0,4.0,28,edm ,indietronica
0.728,0.82,11.0,-6.198,0.0,0.031,0.00898,0.000216,0.176,0.652,124.001,6Ql7rNuoP90aIdgwQkPYBP,164577.0,4.0,70,edm ,indietronica
0.57,0.865,5.0,-2.291,1.0,0.048,0.0117,0.0,0.182,0.752,159.966,1UW4ovo5jTxYnmbTw89BpJ,185944.0,4.0,6,edm ,indietronica
0.512,0.838,0.0,-6.842,1.0,0.031,0.0118,0.0142,0.116,0.195,117.992,1bwqV8EGVw1RLT3cEzxLpH,203390.0,4.0,26,edm ,indietronica
0.459,0.791,4.0,-7.46,0.0,0.032,0.214,0.00607,0.139,0.327,154.973,5XNcKHhb7IJlW1RkgtM1NB,225652.0,4.0,14,edm ,indietronica
0.665,0.945,1.0,-5.73,1.0,0.22,0.00974,4.04e-05,0.241,0.508,120.0,5LrajO3fDwchb7jpwoUyhw,180000.0,4.0,27,edm ,indietronica
0.577,0.788,4.0,-5.752,0.0,0.0342,0.00339,7.3e-05,0.225,0.346,105.003,7GTb91Fzz0naFdDdhfidb0,246857.0,4.0,35,edm ,indietronica
0.484,0.75,1.0,-4.176,1.0,0.0685,0.697,0.862,0.105,0.467,159.992,1SHB1hp6267UK9bJQUxYvO,141395.0,4.0,74,edm ,indietronica
0.562,0.702,5.0,-6.09,0.0,0.042,0.0477,4.58e-05,0.322,0.331,102.043,2gxfxroNByP95dyKjZShN8,182951.0,4.0,24,edm ,indietronica
0.83,0.631,11.0,-5.238,0.0,0.0313,0.0022,0.0359,0.0539,0.877,128.013,290xSzR8Ee9fm82poMg4od,222787.0,4.0,61,edm ,indietronica
0.61,0.903,7.0,-4.96,1.0,0.0483,0.00197,0.000422,0.266,0.381,121.983,7yIxLa6Z75ffG3wpWV7Y5G,196500.0,4.0,28,edm ,indietronica
0.638,0.761,4.0,-7.945,0.0,0.169,0.147,0.000217,0.321,0.378,119.987,4uXWLG0CBQhJlvqPksiHxu,188000.0,4.0,26,edm ,indietronica
0.637,0.712,0.0,-6.916,1.0,0.0371,0.0117,0.00541,0.362,0.765,100.015,49SudSFHwgnwMprTAYqa0p,238958.0,4.0,36,edm ,indietronica
0.777,0.654,7.0,-4.956,0.0,0.0314,0.33,0.00585,0.0668,0.636,110.009,6PS0vFbwFHHggm9weYQ2wL,201850.0,4.0,26,edm ,indietronica
0.575,0.957,2.0,-4.373,0.0,0.101,0.00363,0.0251,0.34,0.647,100.024,7gdXsMMsOkGumFbWCD9J0A,229480.0,4.0,18,edm ,indietronica
0.626,0.706,0.0,-5.145,0.0,0.0316,0.0208,0.0,0.0494,0.699,129.985,4hEpfRem37hLFT8ldr78Mx,240667.0,4.0,55,edm ,indietronica
0.612,0.824,6.0,-7.498,0.0,0.0297,0.00118,0.0438,0.0703,0.543,92.513,6HwXuMnv69uBUKUjm66Kek,199621.0,4.0,0,edm ,indietronica
0.703,0.624,7.0,-6.228,1.0,0.0364,0.0156,5.53e-05,0.299,0.808,131.966,6IbCvfmmICEEAyDwQ9zcbt,195191.0,4.0,0,edm ,indietronica
0.713,0.947,2.0,-4.535,0.0,0.0409,0.0166,0.000794,0.174,0.878,114.507,3T2Jz53hAdqMuJhEo3nYkF,221135.0,4.0,38,edm ,indietronica
0.629,0.776,1.0,-6.555,1.0,0.0939,0.00157,0.111,0.152,0.485,119.98,5CHLba8qXUliHTOISncqnG,210000.0,4.0,20,edm ,indietronica
0.805,0.7,10.0,-3.064,0.0,0.155,0.0547,0.0,0.04,0.832,127.034,0KbMjhlUH1xUGDgeIQzLsn,126701.0,4.0,52,edm ,indietronica
0.512,0.757,9.0,-7.98,0.0,0.0274,0.00507,0.948,0.298,0.329,116.016,5fGSlxwXMShyh0WszcAeak,231207.0,3.0,21,edm ,indietronica
0.513,0.681,0.0,-6.677,1.0,0.0419,0.0265,0.000168,0.0811,0.101,100.003,2MTT4dEGbEbXdps9Br6H2D,247200.0,4.0,22,edm ,indietronica
0.512,0.742,9.0,-5.783,0.0,0.0265,0.0286,6.43e-06,0.36,0.767,92.994,4ZjFpZlkTN088hhbt3DHhh,223747.0,4.0,24,edm ,indietronica
0.347,0.55,7.0,-9.048,1.0,0.0399,0.00419,0.0492,0.0992,0.0669,124.867,5TRSyGcFfevCbJHFUk4OB0,199680.0,4.0,20,edm ,indietronica
0.562,0.799,1.0,-5.263,1.0,0.0421,0.0444,0.00257,0.334,0.225,116.978,1wqERca16bTn7AysS4CxLs,221538.0,4.0,23,edm ,indietronica
0.525,0.822,1.0,-3.629,0.0,0.0376,0.00305,0.719,0.226,0.118,121.974,2I42P6mmt265QtFV27XZXJ,228197.0,4.0,22,edm ,indietronica
0.735,0.795,11.0,-6.523,0.0,0.113,0.0296,3.18e-05,0.0678,0.905,122.0,1nH2PkJL1XoUq8oE6tBZoU,188918.0,4.0,79,edm ,indietronica
0.442,0.919,10.0,-3.742,1.0,0.0561,0.00149,0.371,0.118,0.113,112.023,28qp7upPBiL3O4thaX6vTU,231429.0,4.0,20,edm ,indietronica
0.797,0.585,8.0,-6.803,1.0,0.0512,0.0319,0.761,0.0612,0.542,124.005,63imSqcOXJ0dmdwt1hBJpD,148575.0,4.0,30,edm ,indietronica
0.641,0.806,5.0,-4.673,0.0,0.179,0.00365,8.2e-06,0.0982,0.533,128.043,6c3JBhyKxxOOua6pZG1Ptq,228799.0,4.0,45,edm ,indietronica
0.64,0.836,1.0,-4.208,0.0,0.0325,0.0386,0.534,0.269,0.606,123.999,5OE9b9C130ort8RkifmUaA,187742.0,4.0,21,edm ,indietronica
0.684,0.813,0.0,-4.562,1.0,0.0442,0.00836,0.0392,0.0634,0.79,123.038,6FtfZdMiuUX3CdGMhAZmlJ,266614.0,4.0,51,edm ,indietronica
0.526,0.653,9.0,-13.335,0.0,0.0309,0.0525,0.698,0.138,0.266,120.997,4tXSAnhhFlO60Q30IyBafz,230517.0,3.0,25,edm ,indietronica
0.588,0.627,5.0,-7.249,0.0,0.0453,0.0149,0.105,0.375,0.39,112.018,3m71siVDw8qXKAdpO9zLiT,182143.0,4.0,0,edm ,indietronica
0.773,0.586,5.0,-7.623,0.0,0.0311,0.752,0.762,0.0941,0.729,126.014,5UEZzRsrB4FKw1SIMoMD2y,207373.0,4.0,65,edm ,indietronica
0.713,0.79,5.0,-5.421,0.0,0.0548,6.89e-05,0.314,0.134,0.631,124.983,7BVTMH2x5dTcZxfp6rT6ce,203245.0,4.0,41,edm ,indietronica
0.638,0.535,9.0,-7.792,0.0,0.0415,0.623,0.0391,0.0837,0.504,84.947,6zfczP87XO2SxWlQtnjFNa,277653.0,4.0,70,edm ,indietronica
0.526,0.663,0.0,-9.058,1.0,0.0381,0.00221,0.601,0.292,0.0361,121.994,5ObAxiOTssEu5SfSvhrHw7,163279.0,4.0,18,edm ,indietronica
0.564,0.636,1.0,-9.687,1.0,0.042,0.065,0.551,0.386,0.197,118.036,24caKuy1qRjIBgm9Ao782K,252203.0,4.0,19,edm ,indietronica
0.578,0.696,1.0,-6.866,1.0,0.0307,4.85e-05,0.874,0.142,0.219,119.999,1XkvKjUQUvNgLXKFfk8tBZ,206118.0,4.0,40,edm ,indietronica
0.423,0.631,5.0,-7.17,0.0,0.0334,0.00161,0.00978,0.231,0.283,117.067,06jl2OMtRSLLpkM0EAneoj,203077.0,4.0,16,edm ,indietronica
0.634,0.611,6.0,-5.574,1.0,0.0433,0.412,0.00536,0.208,0.631,126.047,3v7M0enLXtCm5oiAQ59eu6,191704.0,4.0,10,edm ,indietronica
0.525,0.796,0.0,-6.351,1.0,0.0546,0.00022,0.00263,0.108,0.281,105.029,0hsJ4fLWMTr1szgaymJ2OP,283429.0,4.0,16,edm ,indietronica
0.498,0.397,8.0,-10.043,0.0,0.035,0.0285,0.000179,0.231,0.0781,118.057,4qj8TJPELgOD7UQQzLUDHt,292881.0,4.0,20,edm ,indietronica
0.596,0.62,4.0,-8.784,0.0,0.0281,0.00433,0.708,0.103,0.0396,118.012,1KhVlwTvcYG19a3P8o7kiK,319322.0,4.0,21,edm ,indietronica
0.418,0.822,0.0,-5.176,1.0,0.0318,0.00537,1.39e-06,0.122,0.427,75.523,5Udu0Feq3C1qwIuoaJB5Sn,241589.0,4.0,17,edm ,indietronica
0.724,0.603,10.0,-6.261,0.0,0.0317,0.183,0.000469,0.0948,0.569,111.493,5cHRRQ4JYlMW04DrwuG03b,240880.0,4.0,8,edm ,indietronica
0.414,0.546,1.0,-7.552,1.0,0.0254,0.0203,5.34e-06,0.29,0.381,159.906,3gr75EzqjiesCa7L1dHzC8,203307.0,4.0,25,edm ,indietronica
0.395,0.639,2.0,-10.606,1.0,0.0366,0.000197,0.366,0.153,0.0927,117.937,11EFZcfcHShepgVxUMR82D,309152.0,4.0,12,edm ,indietronica
0.61,0.647,0.0,-6.726,1.0,0.0975,0.00537,5.42e-06,0.0998,0.214,160.051,1MBCG291Bcs3JZltgwltiG,237362.0,4.0,0,edm ,indietronica
0.87,0.699,5.0,-5.541,0.0,0.0459,0.245,6.76e-06,0.0588,0.726,126.967,6A6qBFJHid4WutQu6HHEZt,198440.0,4.0,56,edm ,indietronica
0.452,0.798,8.0,-6.25,1.0,0.0582,0.00334,0.00167,0.215,0.32,173.997,3wexVWPGCyWLS42AC4S6Ca,199456.0,4.0,10,edm ,indietronica
0.654,0.73,11.0,-7.339,0.0,0.0461,0.357,4.55e-06,0.369,0.793,101.996,5FazJBNgurMEDrVaUqqliH,259973.0,4.0,48,edm ,indietronica
0.613,0.783,10.0,-4.103,1.0,0.145,0.0762,0.000445,0.101,0.335,125.996,72f2k9lWpfT95o7KaWkj7Z,237866.0,4.0,31,edm ,indietronica
0.687,0.636,1.0,-10.198,0.0,0.038,0.324,0.00143,0.0862,0.859,109.786,1Uxti0PEEdieT526B8dAxZ,321467.0,4.0,56,edm ,indietronica
0.386,0.838,11.0,-4.705,0.0,0.0419,0.000142,3.55e-06,0.585,0.154,149.931,6AoONnV3KmiBrGNZipmo6O,203621.0,4.0,13,edm ,indietronica
0.575,0.885,1.0,-5.045,0.0,0.0308,0.00221,0.704,0.19,0.217,115.007,1khbdnoCjVP7edXpKYJ3ld,204522.0,4.0,16,edm ,indietronica
0.797,0.638,0.0,-7.61,0.0,0.0365,0.224,0.598,0.0858,0.63,118.992,4wyrc8IPFe1tE1ZPMnEx7C,229003.0,4.0,44,edm ,indietronica
0.362,0.752,8.0,-4.589,1.0,0.0547,0.000163,0.677,0.0678,0.466,172.241,6IE47jpPeatF2Iay7GZtEc,192080.0,4.0,0,edm ,indietronica
0.727,0.748,9.0,-10.887,0.0,0.0671,0.178,0.338,0.326,0.96,99.96,0hjE5VO9S0rqmJ1W5QAMrY,314400.0,4.0,19,edm ,indietronica
0.698,0.794,0.0,-3.333,1.0,0.0483,0.000335,0.605,0.0622,0.861,135.981,04no0XXxXd3F5uLZi3qDYK,224179.0,4.0,54,edm ,indietronica
0.613,0.688,1.0,-5.898,1.0,0.0301,0.0432,1.68e-06,0.11,0.155,129.962,3vXvkDlU4qtqUoxNRgpWJP,220760.0,4.0,0,edm ,indietronica
0.656,0.784,7.0,-6.389,0.0,0.0354,0.0338,0.233,0.175,0.802,108.245,66A20vw98rh2yQM5P5EoIF,271952.0,4.0,0,edm ,indietronica
0.685,0.919,6.0,-5.132,1.0,0.0632,0.00372,0.00194,0.0746,0.899,140.021,5omCnPHQc8bNztSrjlxdtu,196560.0,4.0,44,edm ,indietronica
0.603,0.79,10.0,-5.835,1.0,0.0266,0.0719,5.22e-05,0.25,0.669,130.085,3sdDGwElGYzIsFHRgZdGjS,177245.0,4.0,42,edm ,indietronica
0.604,0.825,0.0,-5.373,1.0,0.0429,0.0564,5.8e-05,0.192,0.707,144.085,5JtPGzRgrWxkXX9LoROq3d,193107.0,4.0,0,edm ,indietronica
0.47,0.809,8.0,-6.74,1.0,0.0495,0.272,0.00671,0.0491,0.49,151.836,52ojopYMUzeNcudsoz7O9D,363240.0,4.0,78,edm ,indietronica
0.572,0.949,9.0,-3.498,1.0,0.0362,0.14,7.44e-05,0.0705,0.607,138.013,7jHfyKOpWcCTPN8cHlWsDi,224840.0,4.0,37,edm ,indietronica
0.741,0.831,10.0,-5.474,0.0,0.0517,0.138,0.0448,0.316,0.926,108.015,3AZZ5KHjrD91AmpcDkJDLr,186756.0,4.0,16,edm ,indietronica
0.524,0.885,5.0,-3.079,1.0,0.037,0.0997,0.0,0.0708,0.395,119.954,5WBnKCEsPwsvWHUZmLjS3s,204591.0,4.0,62,edm ,indietronica
0.662,0.725,0.0,-6.642,1.0,0.0487,0.0278,0.042,0.0865,0.895,109.009,4t888qbhF3x1YunfUfS64K,262724.0,4.0,0,edm ,indietronica
0.655,0.819,0.0,-4.852,1.0,0.0316,0.000176,0.00374,0.104,0.766,117.956,6Z8R6UsFuGXGtiIxiD8ISb,192790.0,5.0,82,edm ,indietronica
0.122,0.689,0.0,-7.39,1.0,0.0417,0.000948,0.915,0.127,0.0397,82.037,655s1ZhcEYup3JObz6v7FQ,314171.0,4.0,16,edm ,indietronica
0.568,0.719,8.0,-5.406,1.0,0.0354,0.0892,1.84e-06,0.233,0.539,106.036,4prEPl61C8qZpeo3IkYSMl,174760.0,4.0,65,edm ,indietronica
0.565,0.427,10.0,-8.868,1.0,0.0285,0.0885,0.707,0.156,0.364,160.097,5fTDz2Ky06voi1Z7NheQuu,240093.0,4.0,31,edm ,indietronica
0.612,0.695,1.0,-6.016,1.0,0.143,0.253,1.28e-06,0.102,0.404,116.073,6e1rpOJQIXivYKXOBLoAn2,233067.0,4.0,44,edm ,indietronica
0.73,0.456,2.0,-12.048,1.0,0.0418,0.671,0.45,0.0633,0.342,123.968,4KL0lWuxFuuLGYUJZRXlJV,291013.0,4.0,6,edm ,indietronica
0.631,0.863,8.0,-3.963,0.0,0.0297,0.161,5.85e-05,0.0846,0.497,125.994,1L8H6AuK4TaMmolSL0N0mR,319653.0,4.0,54,edm ,indietronica
0.56,0.724,9.0,-6.59,1.0,0.0274,0.000425,0.495,0.121,0.386,127.016,3Xd0819paqFQB4LBA8XVb0,318420.0,4.0,50,edm ,indietronica
0.63,0.886,9.0,-4.151,0.0,0.0351,0.00436,6.13e-05,0.125,0.454,111.983,7vA9zWg6fmjLZn105Uj4TE,264000.0,4.0,46,edm ,indietronica
0.672,0.729,8.0,-6.773,1.0,0.037,0.117,0.000368,0.201,0.296,112.011,0Uc1kywLKWHjqRbuY6OJvK,239613.0,4.0,51,edm ,indietronica
0.615,0.869,5.0,-5.0,0.0,0.0311,0.00305,0.000364,0.369,0.708,121.962,4AyjstjONX27kSFbVG0Hgq,263288.0,4.0,41,edm ,indietronica
0.558,0.642,5.0,-5.206,0.0,0.0321,7.19e-05,0.00746,0.201,0.482,99.977,3p0rvHL2zfHAlXAgnHC4GI,258187.0,4.0,55,edm ,indietronica
0.671,0.724,1.0,-4.475,1.0,0.0308,0.0377,0.0,0.241,0.665,110.962,4ENHZdi8sqEtVZiltkPZig,177960.0,4.0,56,edm ,indietronica
0.476,0.866,11.0,-4.475,0.0,0.0343,0.000121,0.662,0.101,0.39,142.994,4AhBiNbY1ufi7ScAcHwnBQ,234760.0,4.0,40,edm ,indietronica
0.573,0.812,5.0,-6.758,1.0,0.0298,0.453,0.804,0.165,0.545,80.004,41J24sPCjP6chTrVKXPNfJ,230027.0,4.0,29,edm ,indietronica
0.673,0.705,3.0,-7.771,1.0,0.0388,0.221,0.56,0.131,0.404,99.956,5N89h6717o32ZseUAeUKtz,269507.0,4.0,38,edm ,indietronica
0.585,0.734,6.0,-6.987,0.0,0.0713,0.00724,0.204,0.76,0.634,127.042,3010ztZe0e0HoadKXAxW9n,302120.0,4.0,48,edm ,indietronica
0.665,0.791,1.0,-5.22,1.0,0.0387,0.0164,0.356,0.602,0.659,119.997,3DFgf9HbPP8PQSTkanShfu,350093.0,4.0,46,edm ,indietronica
0.592,0.891,9.0,-3.489,0.0,0.0508,0.0227,0.0,0.144,0.744,122.987,56Y3RbWAzciF44Rua5Q2K9,229067.0,4.0,32,edm ,indietronica
0.619,0.836,11.0,-5.1,0.0,0.027,0.108,0.008,0.257,0.355,107.01,4rTtZwUd8nCJo9YlmSdoe3,286742.0,4.0,43,edm ,indietronica
