danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,popularity,genre,sub-genre
0.854,0.786,11,-4.565,0,0.136,0.154,0.0,0.0825,0.498,120.006,audio_features,5ToBvPG8kVJ70jXGvealFs,spotify:track:5ToBvPG8kVJ70jXGvealFs,https://api.spotify.com/v1/tracks/5ToBvPG8kVJ70jXGvealFs,https://api.spotify.com/v1/audio-analysis/5ToBvPG8kVJ70jXGvealFs,214353,4,64,r&b,r&b
0.729,0.513,6,-7.507,1,0.0554,0.125,0.0,0.112,0.775,97.254,audio_features,4VY32hdU4byJ6cpEBAXRul,spotify:track:4VY32hdU4byJ6cpEBAXRul,https://api.spotify.com/v1/tracks/4VY32hdU4byJ6cpEBAXRul,https://api.spotify.com/v1/audio-analysis/4VY32hdU4byJ6cpEBAXRul,199924,4,71,r&b,r&b
0.726,0.353,10,-10.273,1,0.105,0.65,0.002,0.224,0.503,137.66,audio_features,2IlT65thKQQw248mhk2PjQ,spotify:track:2IlT65thKQQw248mhk2PjQ,https://api.spotify.com/v1/tracks/2IlT65thKQQw248mhk2PjQ,https://api.spotify.com/v1/audio-analysis/2IlT65thKQQw248mhk2PjQ,169014,4,72,r&b,r&b
0.528,0.683,1,-4.074,0,0.263,0.26,0.0,0.0857,0.539,134.92,audio_features,6FxdAycUNPT8gHH5JhG2xI,spotify:track:6FxdAycUNPT8gHH5JhG2xI,https://api.spotify.com/v1/tracks/6FxdAycUNPT8gHH5JhG2xI,https://api.spotify.com/v1/audio-analysis/6FxdAycUNPT8gHH5JhG2xI,153736,4,66,r&b,r&b
0.657,0.65,9,-7.472,0,0.195,0.057,0.0,0.0853,0.454,137.766,audio_features,2UqMwz0vqVDdkLHZrzSLOp,spotify:track:2UqMwz0vqVDdkLHZrzSLOp,https://api.spotify.com/v1/tracks/2UqMwz0vqVDdkLHZrzSLOp,https://api.spotify.com/v1/audio-analysis/2UqMwz0vqVDdkLHZrzSLOp,195266,4,57,r&b,r&b
0.198,0.33,3,-10.672,0,0.0346,0.891,0.000355,0.138,0.352,173.116,audio_features,4c16iHPk6g5XQavzEfDpld,spotify:track:4c16iHPk6g5XQavzEfDpld,https://api.spotify.com/v1/tracks/4c16iHPk6g5XQavzEfDpld,https://api.spotify.com/v1/audio-analysis/4c16iHPk6g5XQavzEfDpld,238966,1,58,r&b,r&b
0.785,0.732,1,-5.724,1,0.164,0.0636,0.000807,0.265,0.496,110.952,audio_features,1w7cgGZR86yWz1pA2puVJD,spotify:track:1w7cgGZR86yWz1pA2puVJD,https://api.spotify.com/v1/tracks/1w7cgGZR86yWz1pA2puVJD,https://api.spotify.com/v1/audio-analysis/1w7cgGZR86yWz1pA2puVJD,260771,4,74,r&b,r&b
0.551,0.37,5,-10.194,0,0.0551,0.87,0.0,0.122,0.241,137.265,audio_features,7r1MqPAD09w24mCUUbxiCI,spotify:track:7r1MqPAD09w24mCUUbxiCI,https://api.spotify.com/v1/tracks/7r1MqPAD09w24mCUUbxiCI,https://api.spotify.com/v1/audio-analysis/7r1MqPAD09w24mCUUbxiCI,200192,4,68,r&b,r&b
0.6,0.663,1,-7.574,1,0.19,0.137,0.0,0.109,0.475,80.092,audio_features,0igni3l2TL5YMWiTa2b1Qb,spotify:track:0igni3l2TL5YMWiTa2b1Qb,https://api.spotify.com/v1/tracks/0igni3l2TL5YMWiTa2b1Qb,https://api.spotify.com/v1/audio-analysis/0igni3l2TL5YMWiTa2b1Qb,216000,4,59,r&b,r&b
0.659,0.675,1,-6.005,0,0.19,0.198,0.00129,0.108,0.19,146.049,audio_features,4bxr2sOVZSLjIN7tQx53ir,spotify:track:4bxr2sOVZSLjIN7tQx53ir,https://api.spotify.com/v1/tracks/4bxr2sOVZSLjIN7tQx53ir,https://api.spotify.com/v1/audio-analysis/4bxr2sOVZSLjIN7tQx53ir,197260,4,61,r&b,r&b
0.805,0.51,4,-6.179,0,0.0569,0.0357,0.000469,0.108,0.36,127.983,audio_features,081Shn2hU3YxvQmGaCPegr,spotify:track:081Shn2hU3YxvQmGaCPegr,https://api.spotify.com/v1/tracks/081Shn2hU3YxvQmGaCPegr,https://api.spotify.com/v1/audio-analysis/081Shn2hU3YxvQmGaCPegr,207295,4,64,r&b,r&b
0.565,0.464,0,-7.604,1,0.0581,0.777,0.0227,0.124,0.337,145.775,audio_features,7dAtplicSnwRymddH1qmpC,spotify:track:7dAtplicSnwRymddH1qmpC,https://api.spotify.com/v1/tracks/7dAtplicSnwRymddH1qmpC,https://api.spotify.com/v1/audio-analysis/7dAtplicSnwRymddH1qmpC,205479,4,56,r&b,r&b
0.79,0.735,10,-4.2,1,0.205,0.0446,0.0,0.646,0.44,126.086,audio_features,4gg5pEGbpFOJEMiZ0AnCkt,spotify:track:4gg5pEGbpFOJEMiZ0AnCkt,https://api.spotify.com/v1/tracks/4gg5pEGbpFOJEMiZ0AnCkt,https://api.spotify.com/v1/audio-analysis/4gg5pEGbpFOJEMiZ0AnCkt,148566,4,0,r&b,r&b
0.461,0.931,9,-5.697,1,0.049,0.00289,0.000567,0.316,0.863,130.066,audio_features,1G1wxqL98a2QJfxw7n5Ipd,spotify:track:1G1wxqL98a2QJfxw7n5Ipd,https://api.spotify.com/v1/tracks/1G1wxqL98a2QJfxw7n5Ipd,https://api.spotify.com/v1/audio-analysis/1G1wxqL98a2QJfxw7n5Ipd,179951,4,33,r&b,r&b
0.89,0.364,0,-12.101,1,0.128,0.125,4e-05,0.0783,0.511,121.922,audio_features,4YRhsInZ5nzwrFiL6aMVty,spotify:track:4YRhsInZ5nzwrFiL6aMVty,https://api.spotify.com/v1/tracks/4YRhsInZ5nzwrFiL6aMVty,https://api.spotify.com/v1/audio-analysis/4YRhsInZ5nzwrFiL6aMVty,174000,4,49,r&b,r&b
0.562,0.91,1,-7.845,0,0.0463,0.0125,0.571,0.088,0.169,122.022,audio_features,4kqmIRRvUyzm5daFoa5yjI,spotify:track:4kqmIRRvUyzm5daFoa5yjI,https://api.spotify.com/v1/tracks/4kqmIRRvUyzm5daFoa5yjI,https://api.spotify.com/v1/audio-analysis/4kqmIRRvUyzm5daFoa5yjI,387731,4,34,r&b,r&b
0.717,0.558,5,-7.245,0,0.0393,0.663,0.000757,0.11,0.521,77.004,audio_features,3pdOhMldig6caMzOpJ7q0p,spotify:track:3pdOhMldig6caMzOpJ7q0p,https://api.spotify.com/v1/tracks/3pdOhMldig6caMzOpJ7q0p,https://api.spotify.com/v1/audio-analysis/3pdOhMldig6caMzOpJ7q0p,151125,4,33,r&b,r&b
