danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,popularity,genre,sub-genre,0
0.733,0.886,2.0,-1.856,0.0,0.0426,0.0481,1.81e-06,0.191,0.696,126.031,audio_features,73QyyUMMvtNELmULI4FOsp,spotify:track:73QyyUMMvtNELmULI4FOsp,https://api.spotify.com/v1/tracks/73QyyUMMvtNELmULI4FOsp,https://api.spotify.com/v1/audio-analysis/73QyyUMMvtNELmULI4FOsp,175435.0,4.0,72,edm ,edm,
0.542,0.659,8.0,-7.289,1.0,0.0389,0.00279,0.0,0.105,0.109,120.122,audio_features,2gpWyfu7eZ01zzncHpxOtA,spotify:track:2gpWyfu7eZ01zzncHpxOtA,https://api.spotify.com/v1/tracks/2gpWyfu7eZ01zzncHpxOtA,https://api.spotify.com/v1/audio-analysis/2gpWyfu7eZ01zzncHpxOtA,234000.0,4.0,20,edm ,edm,
0.669,0.784,7.0,-5.603,1.0,0.112,0.194,6.28e-06,0.115,0.517,125.993,audio_features,4SL2iWHt3azgITI04G5NpY,spotify:track:4SL2iWHt3azgITI04G5NpY,https://api.spotify.com/v1/tracks/4SL2iWHt3azgITI04G5NpY,https://api.spotify.com/v1/audio-analysis/4SL2iWHt3azgITI04G5NpY,150053.0,4.0,62,edm ,edm,
0.677,0.926,0.0,-3.307,1.0,0.0456,0.00298,0.507,0.337,0.108,128.014,audio_features,366S9c0rQtvrkclcCSRNmB,spotify:track:366S9c0rQtvrkclcCSRNmB,https://api.spotify.com/v1/tracks/366S9c0rQtvrkclcCSRNmB,https://api.spotify.com/v1/audio-analysis/366S9c0rQtvrkclcCSRNmB,288867.0,4.0,50,edm ,edm,
0.733,0.859,9.0,-5.03,0.0,0.033,0.479,0.0645,0.105,0.52,124.948,audio_features,02itaCXOdC54J0ISjqqFAp,spotify:track:02itaCXOdC54J0ISjqqFAp,https://api.spotify.com/v1/tracks/02itaCXOdC54J0ISjqqFAp,https://api.spotify.com/v1/audio-analysis/02itaCXOdC54J0ISjqqFAp,147840.0,4.0,73,edm ,edm,
0.673,0.625,9.0,-6.854,0.0,0.0272,0.0243,0.0219,0.0577,0.386,124.001,audio_features,2wf2KMhjoHSZXKVHNBoTMg,spotify:track:2wf2KMhjoHSZXKVHNBoTMg,https://api.spotify.com/v1/tracks/2wf2KMhjoHSZXKVHNBoTMg,https://api.spotify.com/v1/audio-analysis/2wf2KMhjoHSZXKVHNBoTMg,202905.0,4.0,61,edm ,edm,
0.444,0.827,7.0,-6.75,0.0,0.109,0.281,1.58e-05,0.0933,0.267,160.042,audio_features,2gAhkVqQhMw5w80uTOzXSX,spotify:track:2gAhkVqQhMw5w80uTOzXSX,https://api.spotify.com/v1/tracks/2gAhkVqQhMw5w80uTOzXSX,https://api.spotify.com/v1/audio-analysis/2gAhkVqQhMw5w80uTOzXSX,211500.0,4.0,42,edm ,edm,
0.694,0.77,6.0,-5.335,1.0,0.149,0.176,1.1e-05,0.118,0.163,125.905,audio_features,0E9ZjEAyAwOXZ7wJC0PD33,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,https://api.spotify.com/v1/tracks/0E9ZjEAyAwOXZ7wJC0PD33,https://api.spotify.com/v1/audio-analysis/0E9ZjEAyAwOXZ7wJC0PD33,184560.0,4.0,78,edm ,edm,
0.72,0.767,7.0,-5.639,1.0,0.0538,0.129,2.57e-06,0.427,0.375,89.979,audio_features,6NLgMm1fbFNgZg7MaRHq2W,spotify:track:6NLgMm1fbFNgZg7MaRHq2W,https://api.spotify.com/v1/tracks/6NLgMm1fbFNgZg7MaRHq2W,https://api.spotify.com/v1/audio-analysis/6NLgMm1fbFNgZg7MaRHq2W,112000.0,4.0,48,edm ,edm,
0.744,0.866,9.0,-4.834,1.0,0.106,0.0107,0.0537,0.528,0.302,128.027,audio_features,3rgTS3933lMWoPiN6CW4qY,spotify:track:3rgTS3933lMWoPiN6CW4qY,https://api.spotify.com/v1/tracks/3rgTS3933lMWoPiN6CW4qY,https://api.spotify.com/v1/audio-analysis/3rgTS3933lMWoPiN6CW4qY,184687.0,4.0,64,edm ,edm,
0.704,0.752,6.0,-5.287,0.0,0.0758,0.179,0.206,0.271,0.487,114.98,audio_features,5vOt2ApLb4hbRtmCFjDqdg,spotify:track:5vOt2ApLb4hbRtmCFjDqdg,https://api.spotify.com/v1/tracks/5vOt2ApLb4hbRtmCFjDqdg,https://api.spotify.com/v1/audio-analysis/5vOt2ApLb4hbRtmCFjDqdg,202446.0,4.0,0,edm ,edm,
0.663,0.805,1.0,-6.3,1.0,0.0504,0.0302,0.279,0.296,0.191,125.983,audio_features,2yy3wycNCplihKqBajlvRe,spotify:track:2yy3wycNCplihKqBajlvRe,https://api.spotify.com/v1/tracks/2yy3wycNCplihKqBajlvRe,https://api.spotify.com/v1/audio-analysis/2yy3wycNCplihKqBajlvRe,146667.0,4.0,39,edm ,edm,
0.632,0.595,8.0,-7.644,0.0,0.0401,0.0689,0.0,0.209,0.435,124.114,audio_features,6ft4hAq6yde8jPZY2i5zLr,spotify:track:6ft4hAq6yde8jPZY2i5zLr,https://api.spotify.com/v1/tracks/6ft4hAq6yde8jPZY2i5zLr,https://api.spotify.com/v1/audio-analysis/6ft4hAq6yde8jPZY2i5zLr,167903.0,4.0,78,edm ,edm,
0.763,0.829,4.0,-4.515,0.0,0.0548,0.00608,2.15e-05,0.154,0.493,127.928,audio_features,0NTrWViw23JWtREa4JTqIc,spotify:track:0NTrWViw23JWtREa4JTqIc,https://api.spotify.com/v1/tracks/0NTrWViw23JWtREa4JTqIc,https://api.spotify.com/v1/audio-analysis/0NTrWViw23JWtREa4JTqIc,179827.0,4.0,57,edm ,edm,
0.607,0.767,5.0,-6.069,0.0,0.0474,0.118,0.0,0.122,0.662,123.998,audio_features,3rb0tMq42WfggucPm0HHkA,spotify:track:3rb0tMq42WfggucPm0HHkA,https://api.spotify.com/v1/tracks/3rb0tMq42WfggucPm0HHkA,https://api.spotify.com/v1/audio-analysis/3rb0tMq42WfggucPm0HHkA,148629.0,3.0,86,edm ,edm,
0.695,0.769,9.0,-3.189,0.0,0.132,0.556,4.54e-06,0.315,0.76,123.034,audio_features,6U4FCcSUITma1Dsxa52x0T,spotify:track:6U4FCcSUITma1Dsxa52x0T,https://api.spotify.com/v1/tracks/6U4FCcSUITma1Dsxa52x0T,https://api.spotify.com/v1/audio-analysis/6U4FCcSUITma1Dsxa52x0T,173659.0,4.0,45,edm ,edm,
0.601,0.899,7.0,-4.172,1.0,0.0572,0.22,0.0,0.233,0.63,120.06,audio_features,2so0tpvrhkMMrJxWlBsXqd,spotify:track:2so0tpvrhkMMrJxWlBsXqd,https://api.spotify.com/v1/tracks/2so0tpvrhkMMrJxWlBsXqd,https://api.spotify.com/v1/audio-analysis/2so0tpvrhkMMrJxWlBsXqd,181800.0,4.0,39,edm ,edm,
0.642,0.873,1.0,-6.073,1.0,0.0342,0.000292,3.93e-05,0.309,0.0865,128.018,audio_features,0lPzj9SIj3hXhraNUTmwY6,spotify:track:0lPzj9SIj3hXhraNUTmwY6,https://api.spotify.com/v1/tracks/0lPzj9SIj3hXhraNUTmwY6,https://api.spotify.com/v1/audio-analysis/0lPzj9SIj3hXhraNUTmwY6,159375.0,4.0,30,edm ,edm,
0.6,0.839,9.0,-6.409,1.0,0.0873,0.263,0.000153,0.166,0.22,179.903,audio_features,4Oquqfd2kQI6eF7OcpBDhZ,spotify:track:4Oquqfd2kQI6eF7OcpBDhZ,https://api.spotify.com/v1/tracks/4Oquqfd2kQI6eF7OcpBDhZ,https://api.spotify.com/v1/audio-analysis/4Oquqfd2kQI6eF7OcpBDhZ,160000.0,1.0,33,edm ,edm,
0.636,0.44,10.0,-10.561,0.0,0.0926,0.416,0.0182,0.199,0.0926,121.936,audio_features,2USfvfEEmJwxKzMilhqh5n,spotify:track:2USfvfEEmJwxKzMilhqh5n,https://api.spotify.com/v1/tracks/2USfvfEEmJwxKzMilhqh5n,https://api.spotify.com/v1/audio-analysis/2USfvfEEmJwxKzMilhqh5n,187992.0,4.0,57,edm ,edm,
0.789,0.516,6.0,-10.993,1.0,0.0344,0.179,1.64e-06,0.0777,0.769,114.011,audio_features,09iqjaC8vSAJq5TcgGNVpf,spotify:track:09iqjaC8vSAJq5TcgGNVpf,https://api.spotify.com/v1/tracks/09iqjaC8vSAJq5TcgGNVpf,https://api.spotify.com/v1/audio-analysis/09iqjaC8vSAJq5TcgGNVpf,166316.0,4.0,29,edm ,edm,
0.705,0.764,8.0,-4.887,1.0,0.0462,0.0123,0.00233,0.112,0.452,130.014,audio_features,09k78uaXYQnotaFQMRA8Ee,spotify:track:09k78uaXYQnotaFQMRA8Ee,https://api.spotify.com/v1/tracks/09k78uaXYQnotaFQMRA8Ee,https://api.spotify.com/v1/audio-analysis/09k78uaXYQnotaFQMRA8Ee,192000.0,4.0,43,edm ,edm,
0.782,0.817,6.0,-6.168,1.0,0.102,0.0242,1.42e-05,0.179,0.641,124.024,audio_features,1gnGhVdDesOPmXopmSs5dl,spotify:track:1gnGhVdDesOPmXopmSs5dl,https://api.spotify.com/v1/tracks/1gnGhVdDesOPmXopmSs5dl,https://api.spotify.com/v1/audio-analysis/1gnGhVdDesOPmXopmSs5dl,149083.0,4.0,49,edm ,edm,
0.635,0.801,6.0,-7.568,0.0,0.118,0.00216,0.0267,0.113,0.422,120.026,audio_features,2yYYWuHZKQKek7w7wU3r1s,spotify:track:2yYYWuHZKQKek7w7wU3r1s,https://api.spotify.com/v1/tracks/2yYYWuHZKQKek7w7wU3r1s,https://api.spotify.com/v1/audio-analysis/2yYYWuHZKQKek7w7wU3r1s,248000.0,4.0,33,edm ,edm,
0.545,0.805,10.0,-7.313,1.0,0.0654,0.029,0.0,0.121,0.456,127.938,audio_features,1bND7s7651G848syGHI0KZ,spotify:track:1bND7s7651G848syGHI0KZ,https://api.spotify.com/v1/tracks/1bND7s7651G848syGHI0KZ,https://api.spotify.com/v1/audio-analysis/1bND7s7651G848syGHI0KZ,219286.0,4.0,31,edm ,edm,
0.795,0.582,10.0,-6.728,0.0,0.0529,0.102,7.37e-05,0.0937,0.889,114.035,audio_features,3f0AFqfOsRN8nZ88mr1XhL,spotify:track:3f0AFqfOsRN8nZ88mr1XhL,https://api.spotify.com/v1/tracks/3f0AFqfOsRN8nZ88mr1XhL,https://api.spotify.com/v1/audio-analysis/3f0AFqfOsRN8nZ88mr1XhL,238885.0,4.0,48,edm ,edm,
0.69,0.865,9.0,-4.643,1.0,0.0685,0.0143,0.000104,0.34,0.552,125.016,audio_features,0Uiqj9PwMoaN9j4mGHnyjx,spotify:track:0Uiqj9PwMoaN9j4mGHnyjx,https://api.spotify.com/v1/tracks/0Uiqj9PwMoaN9j4mGHnyjx,https://api.spotify.com/v1/audio-analysis/0Uiqj9PwMoaN9j4mGHnyjx,156238.0,4.0,35,edm ,edm,
0.316,0.973,7.0,-2.758,0.0,0.0797,0.00386,0.00585,0.0813,0.125,127.974,audio_features,3L5rjtcLWnkO8djhcBqL1l,spotify:track:3L5rjtcLWnkO8djhcBqL1l,https://api.spotify.com/v1/tracks/3L5rjtcLWnkO8djhcBqL1l,https://api.spotify.com/v1/audio-analysis/3L5rjtcLWnkO8djhcBqL1l,262500.0,4.0,49,edm ,edm,
0.666,0.717,7.0,-6.791,1.0,0.118,0.0332,9.6e-05,0.272,0.237,124.999,audio_features,2pTuIJTq6yKe2KlUUa30dO,spotify:track:2pTuIJTq6yKe2KlUUa30dO,https://api.spotify.com/v1/tracks/2pTuIJTq6yKe2KlUUa30dO,https://api.spotify.com/v1/audio-analysis/2pTuIJTq6yKe2KlUUa30dO,170187.0,4.0,36,edm ,edm,
0.65,0.647,4.0,-12.835,0.0,0.128,0.0752,0.00444,0.13,0.12,126.272,audio_features,3MWyyws67B0zq8BYrMxscN,spotify:track:3MWyyws67B0zq8BYrMxscN,https://api.spotify.com/v1/tracks/3MWyyws67B0zq8BYrMxscN,https://api.spotify.com/v1/audio-analysis/3MWyyws67B0zq8BYrMxscN,173323.0,4.0,42,edm ,edm,
0.433,0.745,5.0,-5.097,0.0,0.0755,0.16,0.000226,0.461,0.401,173.924,audio_features,7by4Mhwk3PfoD6HBJCegF0,spotify:track:7by4Mhwk3PfoD6HBJCegF0,https://api.spotify.com/v1/tracks/7by4Mhwk3PfoD6HBJCegF0,https://api.spotify.com/v1/audio-analysis/7by4Mhwk3PfoD6HBJCegF0,258621.0,4.0,40,edm ,edm,
0.622,0.908,1.0,-4.388,0.0,0.0306,0.0642,0.0013,0.0939,0.351,121.021,audio_features,2ZQopANMvDK8VN3Jraz63n,spotify:track:2ZQopANMvDK8VN3Jraz63n,https://api.spotify.com/v1/tracks/2ZQopANMvDK8VN3Jraz63n,https://api.spotify.com/v1/audio-analysis/2ZQopANMvDK8VN3Jraz63n,169587.0,4.0,34,edm ,edm,
0.731,0.603,6.0,-6.532,0.0,0.0383,0.193,0.0,0.132,0.322,134.975,audio_features,5XNrzfkqpAHeNadDerzkF9,spotify:track:5XNrzfkqpAHeNadDerzkF9,https://api.spotify.com/v1/tracks/5XNrzfkqpAHeNadDerzkF9,https://api.spotify.com/v1/audio-analysis/5XNrzfkqpAHeNadDerzkF9,158741.0,4.0,32,edm ,edm,
0.654,0.711,6.0,-7.826,0.0,0.0419,0.00244,0.00351,0.577,0.18,105.043,audio_features,2vkJaJqGfEWgHU9qBXLqlu,spotify:track:2vkJaJqGfEWgHU9qBXLqlu,https://api.spotify.com/v1/tracks/2vkJaJqGfEWgHU9qBXLqlu,https://api.spotify.com/v1/audio-analysis/2vkJaJqGfEWgHU9qBXLqlu,184931.0,4.0,47,edm ,edm,
0.398,0.788,4.0,-7.272,0.0,0.0382,0.207,0.687,0.0945,0.169,121.993,audio_features,1aLQF1Kt2AO0Q83N38h7lk,spotify:track:1aLQF1Kt2AO0Q83N38h7lk,https://api.spotify.com/v1/tracks/1aLQF1Kt2AO0Q83N38h7lk,https://api.spotify.com/v1/audio-analysis/1aLQF1Kt2AO0Q83N38h7lk,184918.0,4.0,32,edm ,edm,
0.717,0.903,7.0,-6.042,0.0,0.141,0.179,0.00532,0.192,0.344,122.986,audio_features,76XAEIVTSmXwrq41rt2n5G,spotify:track:76XAEIVTSmXwrq41rt2n5G,https://api.spotify.com/v1/tracks/76XAEIVTSmXwrq41rt2n5G,https://api.spotify.com/v1/audio-analysis/76XAEIVTSmXwrq41rt2n5G,173694.0,4.0,62,edm ,edm,
0.593,0.857,2.0,-7.088,1.0,0.046,0.000429,0.143,0.192,0.313,123.993,audio_features,4ljGFqApJVMvkkhnVezg4K,spotify:track:4ljGFqApJVMvkkhnVezg4K,https://api.spotify.com/v1/tracks/4ljGFqApJVMvkkhnVezg4K,https://api.spotify.com/v1/audio-analysis/4ljGFqApJVMvkkhnVezg4K,213299.0,4.0,57,edm ,edm,
0.817,0.594,7.0,-6.047,0.0,0.0579,0.121,0.0,0.615,0.42,119.974,audio_features,47uhvWibPBPK7LXUKJVLic,spotify:track:47uhvWibPBPK7LXUKJVLic,https://api.spotify.com/v1/tracks/47uhvWibPBPK7LXUKJVLic,https://api.spotify.com/v1/audio-analysis/47uhvWibPBPK7LXUKJVLic,130000.0,4.0,39,edm ,edm,
0.705,0.626,5.0,-10.841,1.0,0.0332,0.206,0.726,0.136,0.595,124.0,audio_features,6aywLnL6nahd8yaJjFHb0E,spotify:track:6aywLnL6nahd8yaJjFHb0E,https://api.spotify.com/v1/tracks/6aywLnL6nahd8yaJjFHb0E,https://api.spotify.com/v1/audio-analysis/6aywLnL6nahd8yaJjFHb0E,218710.0,4.0,31,edm ,edm,
0.562,0.677,6.0,-10.268,0.0,0.0299,0.0239,0.659,0.118,0.206,125.974,audio_features,6OkK0fCKkwJsZFpLTCK4i2,spotify:track:6OkK0fCKkwJsZFpLTCK4i2,https://api.spotify.com/v1/tracks/6OkK0fCKkwJsZFpLTCK4i2,https://api.spotify.com/v1/audio-analysis/6OkK0fCKkwJsZFpLTCK4i2,251250.0,4.0,21,edm ,edm,
0.554,0.739,0.0,-3.473,1.0,0.144,0.0566,0.0,0.121,0.4,172.149,audio_features,5C3J3C5nzBclrE8xuW5UQ7,spotify:track:5C3J3C5nzBclrE8xuW5UQ7,https://api.spotify.com/v1/tracks/5C3J3C5nzBclrE8xuW5UQ7,https://api.spotify.com/v1/audio-analysis/5C3J3C5nzBclrE8xuW5UQ7,147410.0,4.0,50,edm ,edm,
0.57,0.877,7.0,-5.05,1.0,0.0374,0.000625,0.00533,0.318,0.0914,127.996,audio_features,2ECPDrGGb87eKxzzEvNa5F,spotify:track:2ECPDrGGb87eKxzzEvNa5F,https://api.spotify.com/v1/tracks/2ECPDrGGb87eKxzzEvNa5F,https://api.spotify.com/v1/audio-analysis/2ECPDrGGb87eKxzzEvNa5F,140625.0,4.0,25,edm ,edm,
0.535,0.907,4.0,-5.974,0.0,0.065,0.00683,0.000863,0.698,0.342,125.976,audio_features,71c8qlJaJGK7UfXLfS2eYr,spotify:track:71c8qlJaJGK7UfXLfS2eYr,https://api.spotify.com/v1/tracks/71c8qlJaJGK7UfXLfS2eYr,https://api.spotify.com/v1/audio-analysis/71c8qlJaJGK7UfXLfS2eYr,190476.0,4.0,31,edm ,edm,
0.663,0.526,5.0,-5.512,1.0,0.233,0.808,0.000622,0.103,0.741,75.186,audio_features,2NUfXP8TxHhfYYuH8UEvwL,spotify:track:2NUfXP8TxHhfYYuH8UEvwL,https://api.spotify.com/v1/tracks/2NUfXP8TxHhfYYuH8UEvwL,https://api.spotify.com/v1/audio-analysis/2NUfXP8TxHhfYYuH8UEvwL,148000.0,4.0,23,edm ,edm,
0.673,0.807,7.0,-5.848,0.0,0.0308,0.0002,0.0428,0.317,0.422,124.021,audio_features,56sIDJMHR0tk9BZK6PoZgt,spotify:track:56sIDJMHR0tk9BZK6PoZgt,https://api.spotify.com/v1/tracks/56sIDJMHR0tk9BZK6PoZgt,https://api.spotify.com/v1/audio-analysis/56sIDJMHR0tk9BZK6PoZgt,157258.0,4.0,34,edm ,edm,
0.675,0.75,6.0,-5.266,1.0,0.157,0.257,1.69e-05,0.151,0.131,125.854,audio_features,3ZUALyBZfm4pRaMXMYRbbg,spotify:track:3ZUALyBZfm4pRaMXMYRbbg,https://api.spotify.com/v1/tracks/3ZUALyBZfm4pRaMXMYRbbg,https://api.spotify.com/v1/audio-analysis/3ZUALyBZfm4pRaMXMYRbbg,183366.0,4.0,58,edm ,edm,
0.847,0.69,1.0,-7.877,0.0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,audio_features,4zN21mbAuaD0WqtmaTZZeP,spotify:track:4zN21mbAuaD0WqtmaTZZeP,https://api.spotify.com/v1/tracks/4zN21mbAuaD0WqtmaTZZeP,https://api.spotify.com/v1/audio-analysis/4zN21mbAuaD0WqtmaTZZeP,186662.0,4.0,87,edm ,edm,
0.77,0.902,1.0,-5.874,1.0,0.0538,0.0137,0.717,0.048,0.4,125.015,audio_features,5pTFo9af6ZXC8nyMgzQwak,spotify:track:5pTFo9af6ZXC8nyMgzQwak,https://api.spotify.com/v1/tracks/5pTFo9af6ZXC8nyMgzQwak,https://api.spotify.com/v1/audio-analysis/5pTFo9af6ZXC8nyMgzQwak,207360.0,4.0,29,edm ,edm,
0.715,0.874,10.0,-4.486,0.0,0.0385,0.0503,0.00127,0.0977,0.784,121.973,audio_features,4Bpyapy2YVNAQBUOBp17uu,spotify:track:4Bpyapy2YVNAQBUOBp17uu,https://api.spotify.com/v1/tracks/4Bpyapy2YVNAQBUOBp17uu,https://api.spotify.com/v1/audio-analysis/4Bpyapy2YVNAQBUOBp17uu,192787.0,4.0,56,edm ,edm,
0.815,0.71,6.0,-6.353,0.0,0.0469,0.129,0.528,0.113,0.572,122.967,audio_features,67p96tIoC4ESrod9kW331R,spotify:track:67p96tIoC4ESrod9kW331R,https://api.spotify.com/v1/tracks/67p96tIoC4ESrod9kW331R,https://api.spotify.com/v1/audio-analysis/67p96tIoC4ESrod9kW331R,173659.0,4.0,69,edm ,edm,
0.798,0.752,1.0,-5.947,1.0,0.227,0.128,0.0362,0.0795,0.565,125.996,audio_features,1HHnQYqcnlnE9q7LGFFGFj,spotify:track:1HHnQYqcnlnE9q7LGFFGFj,https://api.spotify.com/v1/tracks/1HHnQYqcnlnE9q7LGFFGFj,https://api.spotify.com/v1/audio-analysis/1HHnQYqcnlnE9q7LGFFGFj,164740.0,4.0,67,edm ,edm,
0.748,0.782,10.0,-4.408,0.0,0.153,0.166,8.56e-05,0.213,0.578,100.02,audio_features,3qybcIOe0y3AlnfS2v9aWY,spotify:track:3qybcIOe0y3AlnfS2v9aWY,https://api.spotify.com/v1/tracks/3qybcIOe0y3AlnfS2v9aWY,https://api.spotify.com/v1/audio-analysis/3qybcIOe0y3AlnfS2v9aWY,144000.0,4.0,19,edm ,edm,
0.844,0.818,2.0,-3.727,1.0,0.2,0.0743,1.28e-05,0.112,0.536,128.094,audio_features,7kswSnEiwuwuOQngMvpflV,spotify:track:7kswSnEiwuwuOQngMvpflV,https://api.spotify.com/v1/tracks/7kswSnEiwuwuOQngMvpflV,https://api.spotify.com/v1/audio-analysis/7kswSnEiwuwuOQngMvpflV,159963.0,4.0,56,edm ,edm,
0.682,0.851,4.0,-7.314,1.0,0.0538,0.000491,0.00762,0.372,0.685,123.984,audio_features,3rj24p3FukNZ0etje6cmzG,spotify:track:3rj24p3FukNZ0etje6cmzG,https://api.spotify.com/v1/tracks/3rj24p3FukNZ0etje6cmzG,https://api.spotify.com/v1/audio-analysis/3rj24p3FukNZ0etje6cmzG,190623.0,4.0,30,edm ,edm,
0.324,0.816,11.0,-7.369,0.0,0.079,0.0803,0.867,0.392,0.217,191.965,audio_features,6PB9KYFx0X5VBwb4m1uP5H,spotify:track:6PB9KYFx0X5VBwb4m1uP5H,https://api.spotify.com/v1/tracks/6PB9KYFx0X5VBwb4m1uP5H,https://api.spotify.com/v1/audio-analysis/6PB9KYFx0X5VBwb4m1uP5H,174375.0,3.0,20,edm ,edm,
0.912,0.774,0.0,-4.673,0.0,0.0455,0.121,0.0127,0.101,0.632,119.966,audio_features,10xV5l9nhLvFpR8mqzs0bL,spotify:track:10xV5l9nhLvFpR8mqzs0bL,https://api.spotify.com/v1/tracks/10xV5l9nhLvFpR8mqzs0bL,https://api.spotify.com/v1/audio-analysis/10xV5l9nhLvFpR8mqzs0bL,155589.0,4.0,85,edm ,edm,
0.716,0.742,6.0,-6.566,1.0,0.043,0.0252,0.0938,0.417,0.265,124.062,audio_features,3jrysly5hLjinFmbFWZeub,spotify:track:3jrysly5hLjinFmbFWZeub,https://api.spotify.com/v1/tracks/3jrysly5hLjinFmbFWZeub,https://api.spotify.com/v1/audio-analysis/3jrysly5hLjinFmbFWZeub,181951.0,4.0,20,edm ,edm,
0.467,0.509,0.0,-12.357,0.0,0.0849,0.478,0.195,0.0781,0.0387,126.025,audio_features,0CsOHQCwUCh9c9BnEfeODD,spotify:track:0CsOHQCwUCh9c9BnEfeODD,https://api.spotify.com/v1/tracks/0CsOHQCwUCh9c9BnEfeODD,https://api.spotify.com/v1/audio-analysis/0CsOHQCwUCh9c9BnEfeODD,393333.0,4.0,17,edm ,edm,
0.595,0.752,0.0,-5.232,1.0,0.097,0.58,0.0,0.105,0.758,199.971,audio_features,0Y9qJSwdV2LvPnFmAbNIc8,spotify:track:0Y9qJSwdV2LvPnFmAbNIc8,https://api.spotify.com/v1/tracks/0Y9qJSwdV2LvPnFmAbNIc8,https://api.spotify.com/v1/audio-analysis/0Y9qJSwdV2LvPnFmAbNIc8,163200.0,4.0,61,edm ,edm,
0.64,0.696,0.0,-11.105,1.0,0.0368,0.00386,0.00373,0.0968,0.265,124.003,audio_features,0khmHn5eLZfsQUcwOT8hka,spotify:track:0khmHn5eLZfsQUcwOT8hka,https://api.spotify.com/v1/tracks/0khmHn5eLZfsQUcwOT8hka,https://api.spotify.com/v1/audio-analysis/0khmHn5eLZfsQUcwOT8hka,178967.0,4.0,17,edm ,edm,
0.551,0.917,0.0,-4.507,0.0,0.0357,0.0549,0.0425,0.0956,0.409,127.997,audio_features,3i73J0oCQ7WWcolO4azOk9,spotify:track:3i73J0oCQ7WWcolO4azOk9,https://api.spotify.com/v1/tracks/3i73J0oCQ7WWcolO4azOk9,https://api.spotify.com/v1/audio-analysis/3i73J0oCQ7WWcolO4azOk9,215732.0,4.0,32,edm ,edm,
0.632,0.952,7.0,-4.85,1.0,0.0527,0.0122,0.0119,0.265,0.098,126.967,audio_features,5fWG4JDot8nHCte7gUdMUS,spotify:track:5fWG4JDot8nHCte7gUdMUS,https://api.spotify.com/v1/tracks/5fWG4JDot8nHCte7gUdMUS,https://api.spotify.com/v1/audio-analysis/5fWG4JDot8nHCte7gUdMUS,171784.0,4.0,66,edm ,edm,
0.658,0.904,0.0,-4.578,0.0,0.0486,0.0848,1.33e-05,0.318,0.557,125.997,audio_features,3FoYDR1IryT35J4V77zZuz,spotify:track:3FoYDR1IryT35J4V77zZuz,https://api.spotify.com/v1/tracks/3FoYDR1IryT35J4V77zZuz,https://api.spotify.com/v1/audio-analysis/3FoYDR1IryT35J4V77zZuz,202857.0,4.0,25,edm ,edm,
0.72,0.681,0.0,-5.441,1.0,0.0367,0.182,0.0,0.122,0.46,96.044,audio_features,0ZpUGlkndfTg9seZzLDwP1,spotify:track:0ZpUGlkndfTg9seZzLDwP1,https://api.spotify.com/v1/tracks/0ZpUGlkndfTg9seZzLDwP1,https://api.spotify.com/v1/audio-analysis/0ZpUGlkndfTg9seZzLDwP1,230008.0,4.0,25,edm ,edm,
0.751,0.783,10.0,-7.974,0.0,0.0332,0.176,0.000933,0.114,0.398,123.998,audio_features,27bZ77uG7mEhydpaPvThR6,spotify:track:27bZ77uG7mEhydpaPvThR6,https://api.spotify.com/v1/tracks/27bZ77uG7mEhydpaPvThR6,https://api.spotify.com/v1/audio-analysis/27bZ77uG7mEhydpaPvThR6,147261.0,4.0,60,edm ,edm,
0.673,0.776,4.0,-5.536,0.0,0.0442,0.095,0.0,0.197,0.532,124.014,audio_features,5JHREaHmnVSbPPUxwhstVj,spotify:track:5JHREaHmnVSbPPUxwhstVj,https://api.spotify.com/v1/tracks/5JHREaHmnVSbPPUxwhstVj,https://api.spotify.com/v1/audio-analysis/5JHREaHmnVSbPPUxwhstVj,161194.0,4.0,55,edm ,edm,
0.647,0.612,8.0,-6.767,1.0,0.0338,0.19,0.267,0.107,0.377,105.063,audio_features,3G0XmwRLShrFiBwK42srRj,spotify:track:3G0XmwRLShrFiBwK42srRj,https://api.spotify.com/v1/tracks/3G0XmwRLShrFiBwK42srRj,https://api.spotify.com/v1/audio-analysis/3G0XmwRLShrFiBwK42srRj,185308.0,4.0,16,edm ,edm,
0.813,0.693,4.0,-6.285,0.0,0.0574,0.0509,0.0018,0.11,0.624,119.994,audio_features,0oe5TCBBSszAglzUynjiUy,spotify:track:0oe5TCBBSszAglzUynjiUy,https://api.spotify.com/v1/tracks/0oe5TCBBSszAglzUynjiUy,https://api.spotify.com/v1/audio-analysis/0oe5TCBBSszAglzUynjiUy,201125.0,4.0,52,edm ,edm,
0.851,0.475,7.0,-8.344,0.0,0.0461,0.0201,0.189,0.0874,0.693,120.001,audio_features,3BtvNW2EdizWsj0uFVfTAS,spotify:track:3BtvNW2EdizWsj0uFVfTAS,https://api.spotify.com/v1/tracks/3BtvNW2EdizWsj0uFVfTAS,https://api.spotify.com/v1/audio-analysis/3BtvNW2EdizWsj0uFVfTAS,322078.0,4.0,23,edm ,edm,
