danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,popularity,genre,sub-genre,0
0.824,0.837,11.0,-2.447,0.0,0.27,0.00671,0.14,0.265,0.392,144.99,audio_features,6ko6PsXefIWDQ3P2AHhUxv,spotify:track:6ko6PsXefIWDQ3P2AHhUxv,https://api.spotify.com/v1/tracks/6ko6PsXefIWDQ3P2AHhUxv,https://api.spotify.com/v1/audio-analysis/6ko6PsXefIWDQ3P2AHhUxv,185379.0,4.0,42,edm ,edm,
0.561,0.804,4.0,-4.682,0.0,0.225,0.0202,2.87e-05,0.112,0.401,76.494,audio_features,5wKdF1lpNY75uA1uTQof55,spotify:track:5wKdF1lpNY75uA1uTQof55,https://api.spotify.com/v1/tracks/5wKdF1lpNY75uA1uTQof55,https://api.spotify.com/v1/audio-analysis/5wKdF1lpNY75uA1uTQof55,194510.0,4.0,50,edm ,edm,
0.507,0.951,1.0,-3.71,1.0,0.0654,0.000203,0.478,0.417,0.0628,140.077,audio_features,0u2AIKDVafHwCFQ9LDnqxH,spotify:track:0u2AIKDVafHwCFQ9LDnqxH,https://api.spotify.com/v1/tracks/0u2AIKDVafHwCFQ9LDnqxH,https://api.spotify.com/v1/audio-analysis/0u2AIKDVafHwCFQ9LDnqxH,246770.0,4.0,52,edm ,edm,
0.435,0.956,8.0,-1.369,0.0,0.144,0.000448,0.655,0.343,0.103,174.029,audio_features,4XdaaDFE881SlIaz31pTAG,spotify:track:4XdaaDFE881SlIaz31pTAG,https://api.spotify.com/v1/tracks/4XdaaDFE881SlIaz31pTAG,https://api.spotify.com/v1/audio-analysis/4XdaaDFE881SlIaz31pTAG,342618.0,4.0,54,edm ,edm,
0.536,0.944,1.0,-3.029,1.0,0.0867,0.000117,0.00345,0.353,0.589,174.031,audio_features,0QIYINh2AwmOmdu8CRYvlw,spotify:track:0QIYINh2AwmOmdu8CRYvlw,https://api.spotify.com/v1/tracks/0QIYINh2AwmOmdu8CRYvlw,https://api.spotify.com/v1/audio-analysis/0QIYINh2AwmOmdu8CRYvlw,272078.0,4.0,60,edm ,edm,
0.701,0.884,1.0,-3.806,1.0,0.122,0.00133,0.0136,0.0895,0.119,127.897,audio_features,5QWAgmafr97EGMDRUTtwOX,spotify:track:5QWAgmafr97EGMDRUTtwOX,https://api.spotify.com/v1/tracks/5QWAgmafr97EGMDRUTtwOX,https://api.spotify.com/v1/audio-analysis/5QWAgmafr97EGMDRUTtwOX,251719.0,4.0,40,edm ,edm,
0.787,0.897,1.0,-2.648,1.0,0.0899,0.101,0.0196,0.0875,0.514,102.015,audio_features,4S2qrsdY4BF0T5UFQLtqoU,spotify:track:4S2qrsdY4BF0T5UFQLtqoU,https://api.spotify.com/v1/tracks/4S2qrsdY4BF0T5UFQLtqoU,https://api.spotify.com/v1/audio-analysis/4S2qrsdY4BF0T5UFQLtqoU,185413.0,4.0,57,edm ,edm,
0.741,0.931,10.0,-3.447,0.0,0.0563,0.0225,0.000102,0.191,0.517,125.011,audio_features,4crczEC1PpoD8TsDsmoWNI,spotify:track:4crczEC1PpoD8TsDsmoWNI,https://api.spotify.com/v1/tracks/4crczEC1PpoD8TsDsmoWNI,https://api.spotify.com/v1/audio-analysis/4crczEC1PpoD8TsDsmoWNI,144000.0,4.0,70,edm ,edm,
0.757,0.839,4.0,-3.89,0.0,0.271,0.0479,0.221,0.363,0.409,140.02,audio_features,1L7lC4k4xMrW5HfgVnOQoj,spotify:track:1L7lC4k4xMrW5HfgVnOQoj,https://api.spotify.com/v1/tracks/1L7lC4k4xMrW5HfgVnOQoj,https://api.spotify.com/v1/audio-analysis/1L7lC4k4xMrW5HfgVnOQoj,252867.0,4.0,37,edm ,edm,
0.734,0.826,11.0,-3.151,1.0,0.301,0.0126,0.0,0.145,0.313,149.926,audio_features,6rv93pYJSTtReQIuwcCYvm,spotify:track:6rv93pYJSTtReQIuwcCYvm,https://api.spotify.com/v1/tracks/6rv93pYJSTtReQIuwcCYvm,https://api.spotify.com/v1/audio-analysis/6rv93pYJSTtReQIuwcCYvm,186400.0,4.0,49,edm ,edm,
0.776,0.822,10.0,-5.619,0.0,0.157,0.00265,0.0194,0.211,0.474,134.982,audio_features,2Icn6jwKorXJjX3FzaqEbP,spotify:track:2Icn6jwKorXJjX3FzaqEbP,https://api.spotify.com/v1/tracks/2Icn6jwKorXJjX3FzaqEbP,https://api.spotify.com/v1/audio-analysis/2Icn6jwKorXJjX3FzaqEbP,149444.0,4.0,40,edm ,edm,
0.723,0.912,9.0,-5.103,1.0,0.329,0.0358,0.00114,0.218,0.475,145.356,audio_features,1OY4ildJ63lTrXdBXsD2J8,spotify:track:1OY4ildJ63lTrXdBXsD2J8,https://api.spotify.com/v1/tracks/1OY4ildJ63lTrXdBXsD2J8,https://api.spotify.com/v1/audio-analysis/1OY4ildJ63lTrXdBXsD2J8,143172.0,4.0,31,edm ,edm,
0.425,0.684,11.0,-6.868,1.0,0.161,0.00686,0.00219,0.103,0.166,94.976,audio_features,08KH0aATukXCmhQNPAp5ZB,spotify:track:08KH0aATukXCmhQNPAp5ZB,https://api.spotify.com/v1/tracks/08KH0aATukXCmhQNPAp5ZB,https://api.spotify.com/v1/audio-analysis/08KH0aATukXCmhQNPAp5ZB,248024.0,4.0,41,edm ,edm,
0.444,0.809,9.0,-2.793,0.0,0.145,0.027,0.00145,0.0996,0.426,72.519,audio_features,40dMUT9OmYUYgEO5OuWZCy,spotify:track:40dMUT9OmYUYgEO5OuWZCy,https://api.spotify.com/v1/tracks/40dMUT9OmYUYgEO5OuWZCy,https://api.spotify.com/v1/audio-analysis/40dMUT9OmYUYgEO5OuWZCy,218619.0,4.0,46,edm ,edm,
0.719,0.903,1.0,-5.07,1.0,0.379,0.318,0.0786,0.962,0.543,123.068,audio_features,2J7501LKkxCEvNdxigpfPa,spotify:track:2J7501LKkxCEvNdxigpfPa,https://api.spotify.com/v1/tracks/2J7501LKkxCEvNdxigpfPa,https://api.spotify.com/v1/audio-analysis/2J7501LKkxCEvNdxigpfPa,141199.0,4.0,29,edm ,edm,
0.629,0.876,5.0,-5.572,0.0,0.0408,0.129,1.39e-06,0.29,0.645,124.999,audio_features,44xO8889yUQHn70P73NILS,spotify:track:44xO8889yUQHn70P73NILS,https://api.spotify.com/v1/tracks/44xO8889yUQHn70P73NILS,https://api.spotify.com/v1/audio-analysis/44xO8889yUQHn70P73NILS,188260.0,4.0,69,edm ,edm,
0.385,0.929,2.0,-4.332,1.0,0.194,0.00158,0.69,0.109,0.247,130.103,audio_features,39JXKlaBNWl5WrXgjq7jBM,spotify:track:39JXKlaBNWl5WrXgjq7jBM,https://api.spotify.com/v1/tracks/39JXKlaBNWl5WrXgjq7jBM,https://api.spotify.com/v1/audio-analysis/39JXKlaBNWl5WrXgjq7jBM,329343.0,4.0,0,edm ,edm,
0.736,0.904,7.0,-6.855,1.0,0.061,0.149,0.708,0.442,0.236,142.009,audio_features,7nYq8cuZCVSRiMsioaxFk1,spotify:track:7nYq8cuZCVSRiMsioaxFk1,https://api.spotify.com/v1/tracks/7nYq8cuZCVSRiMsioaxFk1,https://api.spotify.com/v1/audio-analysis/7nYq8cuZCVSRiMsioaxFk1,331268.0,4.0,0,edm ,edm,
0.665,0.742,8.0,-8.255,1.0,0.159,0.00958,0.0125,0.477,0.202,112.023,audio_features,17NCOO2YdoHdtziSV9AoJo,spotify:track:17NCOO2YdoHdtziSV9AoJo,https://api.spotify.com/v1/tracks/17NCOO2YdoHdtziSV9AoJo,https://api.spotify.com/v1/audio-analysis/17NCOO2YdoHdtziSV9AoJo,154286.0,4.0,58,edm ,edm,
0.636,0.879,10.0,-2.862,1.0,0.0702,0.000732,0.446,0.324,0.395,128.004,audio_features,6lYdV7rTtv3dVpQ89htlRU,spotify:track:6lYdV7rTtv3dVpQ89htlRU,https://api.spotify.com/v1/tracks/6lYdV7rTtv3dVpQ89htlRU,https://api.spotify.com/v1/audio-analysis/6lYdV7rTtv3dVpQ89htlRU,221250.0,4.0,57,edm ,edm,
0.844,0.682,2.0,-9.556,1.0,0.0453,0.00207,0.797,0.113,0.352,99.99,audio_features,4pCvnGkf7jveRMKHZosxxB,spotify:track:4pCvnGkf7jveRMKHZosxxB,https://api.spotify.com/v1/tracks/4pCvnGkf7jveRMKHZosxxB,https://api.spotify.com/v1/audio-analysis/4pCvnGkf7jveRMKHZosxxB,223887.0,4.0,56,edm ,edm,
0.804,0.803,1.0,-4.673,1.0,0.346,0.409,0.786,0.119,0.339,125.0,audio_features,0BRbI3ZMPXuj9yA7ChDGOW,spotify:track:0BRbI3ZMPXuj9yA7ChDGOW,https://api.spotify.com/v1/tracks/0BRbI3ZMPXuj9yA7ChDGOW,https://api.spotify.com/v1/audio-analysis/0BRbI3ZMPXuj9yA7ChDGOW,141374.0,4.0,0,edm ,edm,
0.623,0.985,1.0,-0.319,1.0,0.111,0.018,0.0973,0.354,0.561,150.01,audio_features,68Gszh9enogLwJUbTcjjWe,spotify:track:68Gszh9enogLwJUbTcjjWe,https://api.spotify.com/v1/tracks/68Gszh9enogLwJUbTcjjWe,https://api.spotify.com/v1/audio-analysis/68Gszh9enogLwJUbTcjjWe,188000.0,4.0,49,edm ,edm,
0.613,0.933,11.0,-2.29,1.0,0.297,0.00679,1.75e-06,0.346,0.357,75.005,audio_features,0EB5fgdGQXZOiOMdRhKeCZ,spotify:track:0EB5fgdGQXZOiOMdRhKeCZ,https://api.spotify.com/v1/tracks/0EB5fgdGQXZOiOMdRhKeCZ,https://api.spotify.com/v1/audio-analysis/0EB5fgdGQXZOiOMdRhKeCZ,200072.0,4.0,59,edm ,edm,
0.512,0.864,9.0,-3.044,1.0,0.262,0.0181,0.000213,0.108,0.217,144.812,audio_features,6zQyEMgmMkHXaNdLEiu7fW,spotify:track:6zQyEMgmMkHXaNdLEiu7fW,https://api.spotify.com/v1/tracks/6zQyEMgmMkHXaNdLEiu7fW,https://api.spotify.com/v1/audio-analysis/6zQyEMgmMkHXaNdLEiu7fW,215236.0,4.0,44,edm ,edm,
0.819,0.814,10.0,-3.44,0.0,0.0382,0.00033,0.328,0.0644,0.464,125.965,audio_features,2hcqLu8Hhu2yJd5h4T4WDf,spotify:track:2hcqLu8Hhu2yJd5h4T4WDf,https://api.spotify.com/v1/tracks/2hcqLu8Hhu2yJd5h4T4WDf,https://api.spotify.com/v1/audio-analysis/2hcqLu8Hhu2yJd5h4T4WDf,152415.0,4.0,53,edm ,edm,
0.484,0.94,5.0,-3.682,0.0,0.257,0.0145,0.000323,0.266,0.334,173.741,audio_features,0suLmBuEbatdochI4tHduq,spotify:track:0suLmBuEbatdochI4tHduq,https://api.spotify.com/v1/tracks/0suLmBuEbatdochI4tHduq,https://api.spotify.com/v1/audio-analysis/0suLmBuEbatdochI4tHduq,190682.0,4.0,63,edm ,edm,
0.848,0.898,1.0,-4.452,1.0,0.203,0.0435,0.0646,0.115,0.496,120.034,audio_features,2dQNDsSBZFXlnzuWmrz0aB,spotify:track:2dQNDsSBZFXlnzuWmrz0aB,https://api.spotify.com/v1/tracks/2dQNDsSBZFXlnzuWmrz0aB,https://api.spotify.com/v1/audio-analysis/2dQNDsSBZFXlnzuWmrz0aB,172304.0,4.0,41,edm ,edm,
0.668,0.886,11.0,-4.715,1.0,0.414,0.00173,2.3e-05,0.61,0.104,144.953,audio_features,4DSmoEqLay7zj2jWeFrftu,spotify:track:4DSmoEqLay7zj2jWeFrftu,https://api.spotify.com/v1/tracks/4DSmoEqLay7zj2jWeFrftu,https://api.spotify.com/v1/audio-analysis/4DSmoEqLay7zj2jWeFrftu,243304.0,4.0,49,edm ,edm,
0.838,0.711,0.0,-5.487,1.0,0.0855,0.0251,0.769,0.0961,0.291,123.985,audio_features,5OJbBrGPY4scEGwMysuyLb,spotify:track:5OJbBrGPY4scEGwMysuyLb,https://api.spotify.com/v1/tracks/5OJbBrGPY4scEGwMysuyLb,https://api.spotify.com/v1/audio-analysis/5OJbBrGPY4scEGwMysuyLb,147976.0,4.0,11,edm ,edm,
0.871,0.731,1.0,-6.175,1.0,0.24,0.227,0.814,0.373,0.413,110.444,audio_features,5NuK0AF3mkN5FpcuDbPZOz,spotify:track:5NuK0AF3mkN5FpcuDbPZOz,https://api.spotify.com/v1/tracks/5NuK0AF3mkN5FpcuDbPZOz,https://api.spotify.com/v1/audio-analysis/5NuK0AF3mkN5FpcuDbPZOz,227500.0,4.0,45,edm ,edm,
0.904,0.946,10.0,-4.996,0.0,0.217,0.0325,0.0,0.0994,0.687,137.976,audio_features,064XKlbH9yDyPz9DyL47jX,spotify:track:064XKlbH9yDyPz9DyL47jX,https://api.spotify.com/v1/tracks/064XKlbH9yDyPz9DyL47jX,https://api.spotify.com/v1/audio-analysis/064XKlbH9yDyPz9DyL47jX,186080.0,4.0,46,edm ,edm,
0.842,0.683,0.0,-5.297,1.0,0.316,0.0997,0.0,0.087,0.528,86.986,audio_features,6eCNeilo1YaFuxSWHQYBg9,spotify:track:6eCNeilo1YaFuxSWHQYBg9,https://api.spotify.com/v1/tracks/6eCNeilo1YaFuxSWHQYBg9,https://api.spotify.com/v1/audio-analysis/6eCNeilo1YaFuxSWHQYBg9,184271.0,4.0,55,edm ,edm,
0.779,0.828,8.0,-3.496,1.0,0.108,0.0576,0.245,0.162,0.663,174.089,audio_features,4aCzzsrhWlgojbzzdhWPRR,spotify:track:4aCzzsrhWlgojbzzdhWPRR,https://api.spotify.com/v1/tracks/4aCzzsrhWlgojbzzdhWPRR,https://api.spotify.com/v1/audio-analysis/4aCzzsrhWlgojbzzdhWPRR,209971.0,4.0,33,edm ,edm,
0.449,0.879,6.0,-3.273,1.0,0.382,0.0333,1.29e-05,0.733,0.334,149.216,audio_features,53EkOo1VrJYEZCvBDLKoiK,spotify:track:53EkOo1VrJYEZCvBDLKoiK,https://api.spotify.com/v1/tracks/53EkOo1VrJYEZCvBDLKoiK,https://api.spotify.com/v1/audio-analysis/53EkOo1VrJYEZCvBDLKoiK,167909.0,1.0,27,edm ,edm,
0.851,0.923,2.0,-0.027,1.0,0.369,0.0133,0.00123,0.2,0.464,128.069,audio_features,2YClnImtfH8LyQAoWxgg1t,spotify:track:2YClnImtfH8LyQAoWxgg1t,https://api.spotify.com/v1/tracks/2YClnImtfH8LyQAoWxgg1t,https://api.spotify.com/v1/audio-analysis/2YClnImtfH8LyQAoWxgg1t,232500.0,4.0,56,edm ,edm,
0.579,0.978,0.0,0.352,1.0,0.211,0.0205,0.00829,0.326,0.58,145.054,audio_features,2il9NDpW87Hk2L9AjeDf8r,spotify:track:2il9NDpW87Hk2L9AjeDf8r,https://api.spotify.com/v1/tracks/2il9NDpW87Hk2L9AjeDf8r,https://api.spotify.com/v1/audio-analysis/2il9NDpW87Hk2L9AjeDf8r,165517.0,4.0,56,edm ,edm,
0.601,0.815,1.0,-3.741,1.0,0.328,0.0113,0.0,0.0933,0.265,149.973,audio_features,1KzGwlHu27TUfH3gF1RFAa,spotify:track:1KzGwlHu27TUfH3gF1RFAa,https://api.spotify.com/v1/tracks/1KzGwlHu27TUfH3gF1RFAa,https://api.spotify.com/v1/audio-analysis/1KzGwlHu27TUfH3gF1RFAa,164800.0,4.0,58,edm ,edm,
0.683,0.606,11.0,-6.733,1.0,0.16,0.00345,0.0,0.512,0.0422,134.996,audio_features,64b0SqjZpoCb74swNsK4Ea,spotify:track:64b0SqjZpoCb74swNsK4Ea,https://api.spotify.com/v1/tracks/64b0SqjZpoCb74swNsK4Ea,https://api.spotify.com/v1/audio-analysis/64b0SqjZpoCb74swNsK4Ea,266929.0,4.0,59,edm ,edm,
0.643,0.985,4.0,-1.848,0.0,0.41,0.0152,0.000965,0.311,0.182,140.029,audio_features,6uwjDA0Qi6hk8C6lPJIMc9,spotify:track:6uwjDA0Qi6hk8C6lPJIMc9,https://api.spotify.com/v1/tracks/6uwjDA0Qi6hk8C6lPJIMc9,https://api.spotify.com/v1/audio-analysis/6uwjDA0Qi6hk8C6lPJIMc9,238286.0,4.0,58,edm ,edm,
0.641,0.931,11.0,-1.888,0.0,0.298,0.0954,0.209,0.777,0.439,140.148,audio_features,3CvIbxdih7XqVgtoRmYMAq,spotify:track:3CvIbxdih7XqVgtoRmYMAq,https://api.spotify.com/v1/tracks/3CvIbxdih7XqVgtoRmYMAq,https://api.spotify.com/v1/audio-analysis/3CvIbxdih7XqVgtoRmYMAq,243429.0,4.0,47,edm ,edm,
0.467,0.611,7.0,-6.358,1.0,0.0358,0.00138,0.229,0.162,0.0714,95.001,audio_features,7wZew4TxvmmKrI7IIFvKiY,spotify:track:7wZew4TxvmmKrI7IIFvKiY,https://api.spotify.com/v1/tracks/7wZew4TxvmmKrI7IIFvKiY,https://api.spotify.com/v1/audio-analysis/7wZew4TxvmmKrI7IIFvKiY,227368.0,4.0,34,edm ,edm,
0.824,0.907,11.0,-1.12,1.0,0.138,0.0189,2.25e-05,0.146,0.417,104.917,audio_features,5w6rgrtYFhC6NkUknX1exC,spotify:track:5w6rgrtYFhC6NkUknX1exC,https://api.spotify.com/v1/tracks/5w6rgrtYFhC6NkUknX1exC,https://api.spotify.com/v1/audio-analysis/5w6rgrtYFhC6NkUknX1exC,201643.0,4.0,58,edm ,edm,
0.874,0.925,4.0,-2.028,1.0,0.202,0.12,0.836,0.119,0.391,128.03,audio_features,1IXE7nHAJcbOV9TxHPX7he,spotify:track:1IXE7nHAJcbOV9TxHPX7he,https://api.spotify.com/v1/tracks/1IXE7nHAJcbOV9TxHPX7he,https://api.spotify.com/v1/audio-analysis/1IXE7nHAJcbOV9TxHPX7he,265313.0,4.0,43,edm ,edm,
0.713,0.971,0.0,-1.264,1.0,0.381,0.00228,2.05e-05,0.242,0.676,128.064,audio_features,6TbYnMMWfdUZXQm6tZ6vib,spotify:track:6TbYnMMWfdUZXQm6tZ6vib,https://api.spotify.com/v1/tracks/6TbYnMMWfdUZXQm6tZ6vib,https://api.spotify.com/v1/audio-analysis/6TbYnMMWfdUZXQm6tZ6vib,284130.0,4.0,51,edm ,edm,
0.76,0.794,0.0,-4.523,1.0,0.0541,0.192,4.39e-06,0.347,0.924,128.012,audio_features,5CDYBecOHpir3dLkcnE22P,spotify:track:5CDYBecOHpir3dLkcnE22P,https://api.spotify.com/v1/tracks/5CDYBecOHpir3dLkcnE22P,https://api.spotify.com/v1/audio-analysis/5CDYBecOHpir3dLkcnE22P,215625.0,4.0,52,edm ,edm,
0.527,0.983,11.0,-1.398,1.0,0.252,0.00272,0.564,0.192,0.339,128.225,audio_features,5RRpWmpLVnZPukWYaedmsa,spotify:track:5RRpWmpLVnZPukWYaedmsa,https://api.spotify.com/v1/tracks/5RRpWmpLVnZPukWYaedmsa,https://api.spotify.com/v1/audio-analysis/5RRpWmpLVnZPukWYaedmsa,217226.0,4.0,45,edm ,edm,
0.604,0.95,4.0,0.255,0.0,0.0726,0.0414,1.07e-06,0.125,0.0768,69.971,audio_features,1iHQAF31WXoVG1ov7FLOsq,spotify:track:1iHQAF31WXoVG1ov7FLOsq,https://api.spotify.com/v1/tracks/1iHQAF31WXoVG1ov7FLOsq,https://api.spotify.com/v1/audio-analysis/1iHQAF31WXoVG1ov7FLOsq,192000.0,4.0,23,edm ,edm,
0.663,0.917,9.0,-5.644,1.0,0.207,0.167,0.0,0.389,0.671,172.049,audio_features,2MWR5X4BETKAaDvHTegFwk,spotify:track:2MWR5X4BETKAaDvHTegFwk,https://api.spotify.com/v1/tracks/2MWR5X4BETKAaDvHTegFwk,https://api.spotify.com/v1/audio-analysis/2MWR5X4BETKAaDvHTegFwk,195349.0,4.0,37,edm ,edm,
0.742,0.796,1.0,-3.613,1.0,0.117,0.000715,0.00267,0.0956,0.349,100.014,audio_features,40jqRY00ZBurt1HqDxUOt3,spotify:track:40jqRY00ZBurt1HqDxUOt3,https://api.spotify.com/v1/tracks/40jqRY00ZBurt1HqDxUOt3,https://api.spotify.com/v1/audio-analysis/40jqRY00ZBurt1HqDxUOt3,193200.0,4.0,45,edm ,edm,
0.826,0.886,5.0,-4.642,0.0,0.0946,0.00478,0.000196,0.323,0.779,135.966,audio_features,4ZYQDRRa79uh7egstq6iwP,spotify:track:4ZYQDRRa79uh7egstq6iwP,https://api.spotify.com/v1/tracks/4ZYQDRRa79uh7egstq6iwP,https://api.spotify.com/v1/audio-analysis/4ZYQDRRa79uh7egstq6iwP,171173.0,4.0,15,edm ,edm,
0.724,0.913,10.0,-6.04,0.0,0.0564,0.0914,0.0103,0.105,0.584,130.075,audio_features,3PIFvuzwRjfQgxtr9QwlVJ,spotify:track:3PIFvuzwRjfQgxtr9QwlVJ,https://api.spotify.com/v1/tracks/3PIFvuzwRjfQgxtr9QwlVJ,https://api.spotify.com/v1/audio-analysis/3PIFvuzwRjfQgxtr9QwlVJ,184615.0,4.0,53,edm ,edm,
0.767,0.796,0.0,-5.137,1.0,0.0489,0.00253,0.0231,0.0992,0.167,130.008,audio_features,1QkWbB1feVV3EPMbkoMx0S,spotify:track:1QkWbB1feVV3EPMbkoMx0S,https://api.spotify.com/v1/tracks/1QkWbB1feVV3EPMbkoMx0S,https://api.spotify.com/v1/audio-analysis/1QkWbB1feVV3EPMbkoMx0S,166615.0,4.0,35,edm ,edm,
0.728,0.888,10.0,-2.119,0.0,0.218,0.00828,1.44e-05,0.473,0.728,74.982,audio_features,7gcYawraNqOWLGclp34H4G,spotify:track:7gcYawraNqOWLGclp34H4G,https://api.spotify.com/v1/tracks/7gcYawraNqOWLGclp34H4G,https://api.spotify.com/v1/audio-analysis/7gcYawraNqOWLGclp34H4G,181083.0,4.0,33,edm ,edm,
0.669,0.895,1.0,-2.287,1.0,0.0734,0.0073,0.000703,0.682,0.259,130.11,audio_features,7CqGe79g9icFNPoaiJ9ggi,spotify:track:7CqGe79g9icFNPoaiJ9ggi,https://api.spotify.com/v1/tracks/7CqGe79g9icFNPoaiJ9ggi,https://api.spotify.com/v1/audio-analysis/7CqGe79g9icFNPoaiJ9ggi,201231.0,4.0,22,edm ,edm,
0.65,0.868,11.0,-4.785,0.0,0.0838,0.0827,0.222,0.125,0.445,200.143,audio_features,3fqWMqLjDxzOdQpWKED0KD,spotify:track:3fqWMqLjDxzOdQpWKED0KD,https://api.spotify.com/v1/tracks/3fqWMqLjDxzOdQpWKED0KD,https://api.spotify.com/v1/audio-analysis/3fqWMqLjDxzOdQpWKED0KD,144000.0,4.0,44,edm ,edm,
0.804,0.928,10.0,-2.584,1.0,0.0642,0.0104,0.395,0.071,0.381,128.01,audio_features,7tfdt7GUaHW0ArREDbywDw,spotify:track:7tfdt7GUaHW0ArREDbywDw,https://api.spotify.com/v1/tracks/7tfdt7GUaHW0ArREDbywDw,https://api.spotify.com/v1/audio-analysis/7tfdt7GUaHW0ArREDbywDw,172500.0,4.0,39,edm ,edm,
0.698,0.838,4.0,-5.371,0.0,0.0499,0.049,0.758,0.0892,0.289,128.004,audio_features,3felG0BIvmmOoCIeE2A5vq,spotify:track:3felG0BIvmmOoCIeE2A5vq,https://api.spotify.com/v1/tracks/3felG0BIvmmOoCIeE2A5vq,https://api.spotify.com/v1/audio-analysis/3felG0BIvmmOoCIeE2A5vq,236827.0,4.0,0,edm ,edm,
0.733,0.859,9.0,-5.03,0.0,0.033,0.479,0.0645,0.105,0.52,124.948,audio_features,1D2Aldrksl9yWWCIPOeDzy,spotify:track:1D2Aldrksl9yWWCIPOeDzy,https://api.spotify.com/v1/tracks/1D2Aldrksl9yWWCIPOeDzy,https://api.spotify.com/v1/audio-analysis/1D2Aldrksl9yWWCIPOeDzy,147840.0,4.0,64,edm ,edm,
0.798,0.43,8.0,-7.839,0.0,0.0868,0.0055,0.901,0.146,0.487,140.064,audio_features,6PUzxtIHkv346yP89NzP9X,spotify:track:6PUzxtIHkv346yP89NzP9X,https://api.spotify.com/v1/tracks/6PUzxtIHkv346yP89NzP9X,https://api.spotify.com/v1/audio-analysis/6PUzxtIHkv346yP89NzP9X,285173.0,4.0,55,edm ,edm,
0.801,0.985,7.0,-2.69,1.0,0.0647,0.0205,6.86e-06,0.297,0.72,127.99,audio_features,3wLPRjw2XQpmowqXUXb3UF,spotify:track:3wLPRjw2XQpmowqXUXb3UF,https://api.spotify.com/v1/tracks/3wLPRjw2XQpmowqXUXb3UF,https://api.spotify.com/v1/audio-analysis/3wLPRjw2XQpmowqXUXb3UF,166933.0,4.0,69,edm ,edm,
0.744,0.614,1.0,-3.908,0.0,0.0838,0.00685,0.334,0.0708,0.774,131.994,audio_features,2idmlkd8oUaQvYEtINpLBX,spotify:track:2idmlkd8oUaQvYEtINpLBX,https://api.spotify.com/v1/tracks/2idmlkd8oUaQvYEtINpLBX,https://api.spotify.com/v1/audio-analysis/2idmlkd8oUaQvYEtINpLBX,383547.0,4.0,62,edm ,edm,
0.696,0.775,6.0,-6.539,1.0,0.0388,0.00393,0.104,0.378,0.435,126.979,audio_features,41TkFhNYljV7omolLJ6Squ,spotify:track:41TkFhNYljV7omolLJ6Squ,https://api.spotify.com/v1/tracks/41TkFhNYljV7omolLJ6Squ,https://api.spotify.com/v1/audio-analysis/41TkFhNYljV7omolLJ6Squ,156850.0,4.0,64,edm ,edm,
0.778,0.776,9.0,-5.359,1.0,0.0362,0.0338,0.0216,0.0772,0.361,127.049,audio_features,6oIEIdJL9kDbBrGIyLZHIT,spotify:track:6oIEIdJL9kDbBrGIyLZHIT,https://api.spotify.com/v1/tracks/6oIEIdJL9kDbBrGIyLZHIT,https://api.spotify.com/v1/audio-analysis/6oIEIdJL9kDbBrGIyLZHIT,247615.0,4.0,46,edm ,edm,
0.527,0.819,9.0,-3.374,0.0,0.0422,0.00298,0.000152,0.0606,0.143,140.02,audio_features,7569Hbv0FUS7vjkdGvdgeZ,spotify:track:7569Hbv0FUS7vjkdGvdgeZ,https://api.spotify.com/v1/tracks/7569Hbv0FUS7vjkdGvdgeZ,https://api.spotify.com/v1/audio-analysis/7569Hbv0FUS7vjkdGvdgeZ,268707.0,4.0,55,edm ,edm,
0.635,0.974,8.0,-5.373,1.0,0.052,0.00474,1.56e-05,0.41,0.495,142.049,audio_features,1eOHw1k2AoluG4VyjBHLzX,spotify:track:1eOHw1k2AoluG4VyjBHLzX,https://api.spotify.com/v1/tracks/1eOHw1k2AoluG4VyjBHLzX,https://api.spotify.com/v1/audio-analysis/1eOHw1k2AoluG4VyjBHLzX,196467.0,4.0,0,edm ,edm,
0.49,0.811,1.0,-2.524,0.0,0.044,0.0896,0.0,0.0898,0.547,125.965,audio_features,5BIgbz2Dy7X2I0bnkKH9Mb,spotify:track:5BIgbz2Dy7X2I0bnkKH9Mb,https://api.spotify.com/v1/tracks/5BIgbz2Dy7X2I0bnkKH9Mb,https://api.spotify.com/v1/audio-analysis/5BIgbz2Dy7X2I0bnkKH9Mb,200992.0,4.0,50,edm ,edm,
0.792,0.588,1.0,-9.319,0.0,0.077,0.0928,0.00155,0.0656,0.731,119.95,audio_features,6uFreJoeTZVC7MgC7B6rF1,spotify:track:6uFreJoeTZVC7MgC7B6rF1,https://api.spotify.com/v1/tracks/6uFreJoeTZVC7MgC7B6rF1,https://api.spotify.com/v1/audio-analysis/6uFreJoeTZVC7MgC7B6rF1,206253.0,4.0,0,edm ,edm,
0.671,0.88,8.0,-6.149,0.0,0.0552,0.00181,0.691,0.285,0.782,136.953,audio_features,0pMUR7Uvp6vxlbG0qBFvgM,spotify:track:0pMUR7Uvp6vxlbG0qBFvgM,https://api.spotify.com/v1/tracks/0pMUR7Uvp6vxlbG0qBFvgM,https://api.spotify.com/v1/audio-analysis/0pMUR7Uvp6vxlbG0qBFvgM,214883.0,4.0,21,edm ,edm,
